Class Name,Instructor,Price,Start Date,End Date,Start Time,End Time,Class Type,Description,Categories,Location,Room,Max Seats,Min Seats,Length in Weeks,Days of Week,Image URL,Featured,Kids Class,Register Online,Continuous Enrollment,Canceled,Receipt Custom Text,Reminder Custom Text,Visibility,Registrants,Waiting List
(SOLD OUT) Barn Quilt Painting,Jane Cade,$90.00 ,02/28/2026,,8:00 am,1:00 pm,Barn Quilt (Feb26),"<p><strong>Experience Level: Beginner</strong></p>
<p>Join the barn quilt movement by creating your own painted quilt block to use on the inside or outside of your home at&nbsp;<strong>Barn Quilt Painting on Saturday, Feb. 28 from 8 a.m. to 1 p.m. in&nbsp;The Studio.</strong></p>
<p>Students will begin with one of three options on a pre-primed board with&nbsp;their choice of design&nbsp;already drafted (choose between three star and sunburst designs at registration). Students will tape and paint at their own pace, choosing from a wide variety of colors.</p>
<p>Instructor Jane Cade will share a history of barn quilts, techniques, tips, and discuss how to properly seal your finished piece after the paint has dried for 48 hours. Leave with a 20&times;20&Prime; wooden &lsquo;quilt block&rsquo; to keep for yourself or share your talents and give someone a handmade gift.</p>
<p><strong>$90/person. Registration closes Feb. 21 or when capacity is reached.&nbsp;</strong>All sales are final.</p>
<p>Learn more about the space where your course will take place&nbsp;here.&nbsp;If you will need disability-related accommodations to participate, please email Olivia at&nbsp;owarren@illinois.edu.</p>
<p>By attending, you consent to your image being used in Allerton marketing, social media and publications. Please alert the photographer or videographer if you do not want your image taken.</p>
<p><strong>About the instructor</strong></p>
<p>Jane Cade is a retired teacher from Clinton Junior High School. She has been painting barn quilts for eight years and sells her work online and at craft festivals. She teaches classes at Parkland Community College and will be teaching classes at her workshop beginning next year.</p>
<p><strong>About The Farms</strong></p>
<p>The Farms: An Allerton Folk School, offers&nbsp;classes, workshops, and gatherings&nbsp;focusing on&nbsp;art, outdoor education, science, storytelling, and wellness.&nbsp;All experiences value hands-on, experiential teaching and learning, and are facilitated by and for the members of the community.</p>
<p>Find the complete Spring Session schedule&nbsp;here.</p>","The Farms: An Allerton Folk School > Art
The Farms: An Allerton Folk School > Storytelling
Allerton Programs > Adult Programs
Skill Level > Beginner",The Studio,,13,,,,https://s3.amazonaws.com/coursestorm/live/media/56a827dbc72f11f085ff0affe5650d13,No,No,Yes,No,No,,,Public,13,0
(SOLD OUT) Basic Lamp Re-Wiring,Lou Ann Koebel,$55.00 ,03/11/2026,,5:00 pm,7:30 pm,Regular Class,"<p><strong>Experience Level: Beginner</strong></p>
<p>Learn how to bring new life to an old lamp at&nbsp;<strong>Fix It! Basic Lamp Re-Wiring on Wednesday, March 11 from 5 to 7:30 p.m. in&nbsp;The Studio.</strong></p>
<p>Instructor Lou Ann Koebel will lead students through changing out the plug, adding a switch and/or replacing wiring in lamps. This hands-on course will cover basic electrical wiring.</p>
<p><strong>$55/person*. Registration will close March 8 or when capacity is reached.</strong>&nbsp;<em>All sales are final.</em></p>
<p>* Students should bring:&mdash; A lamp to work on&mdash; Wire cutter &amp; stripper (example&nbsp;here)&mdash; Black electrical tape and small retractable measuring tape (optional)</p>
<p><em>If you will need disability-related accommodations to participate, please email Olivia at&nbsp;owarren@illinois.edu.</em></p>
<p><em>By attending, you consent to your image being used in Allerton marketing, social media and publications. Please alert the photographer or videographer if you do not want your image taken.</em></p>
<p><strong>About the instructor</strong></p>
<p>Lou Ann Koebel has worn many hats over the past several years: a woodworker, an AV technician and lover of restoring or repurposing antiques. Living in an older home has also helped Lou Ann to learn how to repair various items around the house, search YouTube for &ldquo;fix it&rdquo; videos and collect tools to cover a wide variety of tasks.</p>
<p>Her Fix-It courses are meant as an entry to help students explore how to proceed safely with basic tools and build a home DYI toolbox, creatively repurpose a picture frame or fix/alter a lamp.</p>
<p><strong>About The Farms</strong></p>
<p>The Farms: An Allerton Folk School, offers&nbsp;classes, workshops, and gatherings&nbsp;focusing on&nbsp;art, health &amp; wellness, history, nature &amp; outdoor education, or science.&nbsp;All experiences value hands-on, experiential teaching and learning, and are facilitated by and for the members of the community.</p>","The Farms: An Allerton Folk School > Wellness
Allerton Programs > Adult Programs
The Farms: An Allerton Folk School > Science
Skill Level > Beginner",The Studio,,10,,,,https://s3.amazonaws.com/coursestorm/live/media/6129c8c8c49511f085ff0affe5650d13,No,No,Yes,No,No,,,Public,10,1
(SOLD OUT) Basket Weaving: Country Catch All,Bonnie Rideout,$65.00 ,02/06/2026,,12:00 pm,4:00 pm,Regular Class,"<p>Experience Level: All</p>
<p>Learn the basics of weaving and take home a basket at <strong>Basket Weaving: Country Catch All on Friday, Feb. 6 from 12 to 4 p.m. in The Studio.</strong></p>
<p>Instructor Bonnie Rideout will lead students&nbsp;in laying out a woven, filled base and tuck the filler spokes with the &ldquo;chicken feet&rdquo; technique. Students will also learn about starting and stopping and how to use a flat locking row. Sea grass will be used as a rim and the baskets will feature a walnut accent color and two buttons on the front. This County Catch All basket will fit almost any d&eacute;cor!</p>
<p><strong>$65/person. Registration will close Jan. 23 or when capacity is reached.&nbsp;</strong><em>All sales are final.</em></p>
<p><em>If you will need disability-related accommodations to participate, please email Olivia at&nbsp;owarren@illinois.edu.</em></p>
<p><em>By attending, you consent to your image being used in Allerton marketing, social media and publications. Please alert the photographer or videographer if you do not want your image taken.</em></p>
<p><strong>About the instructor</strong></p>
<p>Bonnie Rideout wove her first basket in 1994 and quickly caught the &ldquo;basket bug.&rdquo; She created a business &mdash;&nbsp;Bonnie&rsquo;s Baskets&nbsp;in Decatur &mdash; in 2006 to teach others to weave. She is also a traveling instructor and has taught weaving in 18 states.</p>
<p>Find out more about Bonnie on her&nbsp;website, Facebook, Instagram and Etsy pages.</p>
<p><strong>About The Farms</strong></p>
<p>The Farms: An Allerton Folk School, offers&nbsp;classes, workshops, and gatherings&nbsp;focusing on&nbsp;art, health &amp; wellness, history, nature &amp; outdoor education, or science.&nbsp;All experiences value hands-on, experiential teaching and learning, and are facilitated by and for the members of the community.</p>","The Farms: An Allerton Folk School > Fiber Arts
The Farms: An Allerton Folk School > Art
Allerton Programs > Adult Programs",The Studio,,13,,,Fri,https://s3.amazonaws.com/coursestorm/live/media/ea77d0b4a91711f0b421121aa777649f,No,No,Yes,No,No,,,Public,13,0
(SOLD OUT) Basket Weaving: Touch of Spring,Bonnie Rideout,$65.00 ,04/03/2026,,12:00 pm,4:00 pm,Regular Class,"<p><strong>Experience Level: Beginner</strong></p>
<p>Create a functional and unique piece of spring d&eacute;cor at<strong> Basket Weaving: Touch of Spring on Friday, April 3 from 12 to 4 p.m. in the Greenhouse Auditorium.</strong></p>
<p>Instructor Bonnie Rideout will lead students as they start by inserting and securing spokes into a wood, slotted base. Students will then learn about twining, shaping and how to add a matchstick border. The baskets will be celery green and natural colors with pretty pip berries adorning the front.</p>
<p><strong>$65/person. Registration will close March 20 or when capacity is reached.&nbsp;</strong><em>All sales are final.</em></p>
<p><em>If you will need disability-related accommodations to participate, please email Olivia at&nbsp;owarren@illinois.edu.</em></p>
<p><em>By attending, you consent to your image being used in Allerton marketing, social media and publications. Please alert the photographer or videographer if you do not want your image taken.</em></p>
<p><strong>About the instructor</strong></p>
<p>Bonnie Rideout wove her first basket in 1994 and quickly caught the &ldquo;basket bug.&rdquo; She created a business &mdash;&nbsp;Bonnie&rsquo;s Baskets&nbsp;in Decatur &mdash; in 2006 to teach others to weave. She is also a traveling instructor and has taught weaving in 18 states.</p>
<p>Find out more about Bonnie on her&nbsp;website, Facebook, Instagram and Etsy pages.</p>
<p><strong>About The Farms</strong></p>
<p>The Farms: An Allerton Folk School, offers&nbsp;classes, workshops, and gatherings&nbsp;focusing on&nbsp;art, health &amp; wellness, history, nature &amp; outdoor education, or science.&nbsp;All experiences value hands-on, experiential teaching and learning, and are facilitated by and for the members of the community.</p>","The Farms: An Allerton Folk School > Fiber Arts
The Farms: An Allerton Folk School > Art
Allerton Programs > Adult Programs",The Studio,,12,,,Fri,https://s3.amazonaws.com/coursestorm/live/media/c05b8873b2b311f0b421121aa777649f,No,No,Yes,No,No,,,Public,12,0
(SOLD OUT) Beginner Sourdough Breadmaking (Feb 8th),Hannah Fink,$100.00 ,02/08/2026,,2:00 pm,5:00 pm,Regular Class,"<p><strong>Experience Level: Beginner</strong></p>
<p>Learn about the process of making sourdough bread at&nbsp;<strong>Beginner Sourdough Breadmaking on Sundays, Feb. 8 or March 15 from 2 to 5 p.m. in the&nbsp;Mansion Kitchen and Carriage House.&nbsp;</strong>(Each class covers the same material.)</p>
<p>Instructor Hannah Fink will cover the basic biology of a ferment and what it means to a sourdough culture, how to mix sourdough, how to maintain a healthy starter in your home and the importance of baking with regionally grown grains. Students will also get hands-on experience as they learn to mix sourdough.</p>
<p>Prepared dough will be available to showcase baking and for students to prepare a snack toward the end of class. Students will take home their own jar of sourdough culture, a sample of gains from Janie&rsquo;s Mill, as well as printouts of everything covered, simple recipes and a thorough list of resources.</p>
<p><strong>$100/person.</strong> Registration will close 10 days before each course begins or when capacity is reached.&nbsp;All sales are final.</p>
<p>&mdash; Feb. 8<br />&mdash; March 15</p>
<p><strong>About the Instructor</strong></p>
<p>Hannah Fink &mdash; a baker and local food enthusiast &mdash; started&nbsp;Tooth Butter Cottage Bakery&nbsp;in Urbana so she could be at home with her son and still keep her hands in dough. She revels in naturally leavened bread and quality pastries and focuses on organic whole grains, mostly stone milled from Janie&rsquo;s Mill in Ashkum.</p>
<p>She is of the firm belief that a &ldquo;toothy dose of good butter&rdquo; is the best start, which led to the name of her business that bakes for special orders and pop-up collaborations with fellow creators.</p>
<p>Hannah started baking about 11 years ago while working in the music industry in Nashville and ended up falling in love with it enough to change careers. She started as a bread delivery driver, then worked as a kitchen manager at Pear Tree Estate in Champaign and as a pastry manager in Michigan.</p>
<p>Fink is a member of the Artisan Grain Collaborative and is looking forward to passing on the knowledge she has gained on breads and grains.</p>",The Farms: An Allerton Folk School > Culinary,Allerton Mansion,,12,,,,https://s3.amazonaws.com/coursestorm/live/media/d5428176463511f0a371124bd5b32d05,No,No,Yes,No,No,,,Public,11,3
(SOLD OUT) Beginner Sourdough Breadmaking (March 15th),Hannah Fink,$100.00 ,03/15/2026,,2:00 pm,5:00 pm,Regular Class,"<p><strong>Experience Level: Beginner</strong></p>
<p>Learn about the process of making sourdough bread at&nbsp;<strong>Beginner Sourdough Breadmaking on Sundays, Feb. 8 or March 15 from 2 to 5 p.m. in the&nbsp;Mansion Kitchen and Carriage House.&nbsp;</strong>(Each class covers the same material.)</p>
<p>Instructor Hannah Fink will cover the basic biology of a ferment and what it means to a sourdough culture, how to mix sourdough, how to maintain a healthy starter in your home and the importance of baking with regionally grown grains. Students will also get hands-on experience as they learn to mix sourdough.</p>
<p>Prepared dough will be available to showcase baking and for students to prepare a snack toward the end of class. Students will take home their own jar of sourdough culture, a sample of gains from Janie&rsquo;s Mill, as well as printouts of everything covered, simple recipes and a thorough list of resources.</p>
<p><strong>$100/person.</strong> Registration will close 10 days before each course begins or when capacity is reached.&nbsp;All sales are final.</p>
<p>&mdash; Feb. 8<br />&mdash; March 15</p>
<p><strong>About the Instructor</strong></p>
<p>Hannah Fink &mdash; a baker and local food enthusiast &mdash; started&nbsp;Tooth Butter Cottage Bakery&nbsp;in Urbana so she could be at home with her son and still keep her hands in dough. She revels in naturally leavened bread and quality pastries and focuses on organic whole grains, mostly stone milled from Janie&rsquo;s Mill in Ashkum.</p>
<p>She is of the firm belief that a &ldquo;toothy dose of good butter&rdquo; is the best start, which led to the name of her business that bakes for special orders and pop-up collaborations with fellow creators.</p>
<p>Hannah started baking about 11 years ago while working in the music industry in Nashville and ended up falling in love with it enough to change careers. She started as a bread delivery driver, then worked as a kitchen manager at Pear Tree Estate in Champaign and as a pastry manager in Michigan.</p>
<p>Fink is a member of the Artisan Grain Collaborative and is looking forward to passing on the knowledge she has gained on breads and grains.</p>",The Farms: An Allerton Folk School > Culinary,Allerton Mansion,,10,,,,https://s3.amazonaws.com/coursestorm/live/media/d5428176463511f0a371124bd5b32d05,No,No,Yes,No,No,,,Public,10,0
(SOLD OUT) Beginning Bobbinlace,Robin Bagwell,$180.00 ,03/10/2026,,10:00 am,12:00 pm,Regular Class,"<p><strong>Experience Level: Beginner</strong></p>
<p>Learn an ancient form of textile art at&nbsp;<strong>Beginning Bobbin Lace on Tuesdays, March 10 through March 24 from 10 a.m. to 12 p.m. in&nbsp;The Studio.</strong></p>
<p>With all of the resources that connect lacemakers across the world, there&rsquo;s never been a better time to learn how to bobbin lace! Instructor Robin Bagwell will lead this hands-on class, teaching how to cross and twist as well as how to follow pattern.</p>
<p>Students will get the feel of moving bobbins and seeing various patterns develop as they learn the half stitch, cloth stitch and whole stitch. Written instructions will allow participants to continue their bobbin lace at home.</p>
<p><strong>$180/person. Registration will close March 17 or when capacity is reached.</strong><em>&nbsp;All sales are final.</em></p>
<p><em>If you will need disability-related accommodations in order to participate, please email Olivia at&nbsp;owarren@illinois.edu.</em></p>
<p><em>By attending, you consent to your image being used in Allerton marketing, social media and publications. Please alert the photographer or videographer if you do not want your image taken.</em></p>
<p><strong>About the instructor</strong></p>
<p>Robin Bagwell learned bobbin lace at a park in 1994 after running across a lady she just happened to meet! That led to Sunday afternoon sessions during the summer to learn the textile art form. She has been enjoying and teaching bobbin lace since.</p>
<p><strong>About The Farms</strong></p>
<p>The Farms: An Allerton Folk School, offers&nbsp;classes, workshops, and gatherings&nbsp;focusing on&nbsp;art, health &amp; wellness, history, nature &amp; outdoor education, or science.&nbsp;All experiences value hands-on, experiential teaching and learning, and are facilitated by and for the members of the community.</p>","The Farms: An Allerton Folk School > Fiber Arts
The Farms: An Allerton Folk School > Art
Allerton Programs > Adult Programs
Skill Level > Beginner",The Studio,,4,,3,Tue,https://s3.amazonaws.com/coursestorm/live/media/b118e9b7c57e11f085ff0affe5650d13,No,No,Yes,No,No,,,Public,4,0
(SOLD OUT) Beginning Watercolor (Afternoon),Sally Walsh,$70.00 ,02/05/2026,,11:30 am,2:00 pm,Watercolor Class,"<p><strong>Experience Level: Beginner</strong></p>
<p>Learn the foundational skills of watercolor at&nbsp;<strong>Beginning Watercolor on Thursdays, Feb. 5 through Feb. 26 from&nbsp;11:30 a.m. to 2:00pm. in&nbsp;The Studio.</strong></p>
<p>&nbsp;Instructor and former art educator Sally Walsh will walk students through new techniques each week to create paintings focusing on landscapes, flowers, fruit, glass and special effects.</p>
<p>&nbsp;<strong>$70/person*.</strong>&nbsp;Registration will close Jan. 29 or when capacity is reached.&nbsp;All sales are final.</p>
<p>*Students should bring: <br />&mdash; 140 lb. watercolor paper pad (spiral bound is best) <br />&mdash; 16-color oval pan watercolor paint set (Students can choose to borrow a watercolor pallet and brushes for a $10 fee, which can be applied at registration). <br />&mdash; Minimum of three brushes with pointed bristles: large (No. 10-12), medium (No. 6-8) and small (No. 4-6) <br />&mdash; Pencil, clear ruler, kneaded eraser</p>
<p>(Students can borrow a watercolor pallet and brushes for a $10 fee, which can be applied at registration).</p>
<p>If you will need disability-related accommodations to participate, please email&nbsp;owarren@illinois.edu.</p>
<p>By attending, you consent to your image being used in Allerton marketing, social media and publications. Please alert the photographer or videographer if you do not want your image taken.</p>
<p><strong>About the instructor</strong></p>
<p>Sally Walsh is a retired art teacher from Richland Community College in Decatur. She has more than 30 years of teaching experience and has led previous art classes at Allerton.</p>",The Farms: An Allerton Folk School > Art,The Studio,,15,,4,Thu,https://s3.amazonaws.com/coursestorm/live/media/a79237325c3f11f0a371124bd5b32d05,No,No,Yes,No,No,,,Public,8,0
(SOLD OUT) Beginning Weaving I (Afternoon),Sharon Bowles,$250.00 ,02/14/2026,,2:00 pm,5:00 pm,Regular Class,"<p><strong>Experience Level: Beginner</strong></p>
<p>Learn the basics of working with a loom at&nbsp;<strong>Beginning Weaving I (Afternoon) on Saturdays, Feb. 14 through March 14 from 2 to 5 p.m. in the Greenhouse Auditorium.</strong></p>
<p>This 5-week class led by Sharon Bowles will encompass all aspects of beginner weaving as students create a table runner. Participants will become familiar with weaving terminology, parts of the loom, figuring the weaving pattern for the width of the loom and project, measuring out the warp, beaming the warp back to front, threading heddles, threading the reed, tying on the warp, and winding bobbins.</p>
<p><strong>$250/person*. Registration will close Feb. 7 or when capacity is reached.&nbsp;</strong><em><strong>All</strong> sales are final.</em></p>
<p>*Students should bring a 4-shaft loom if they have one. All other supplies will be provided, including a loom if needed.</p>
<p><em>Learn more about the space where your course will take place&nbsp;here. If you will need disability-related accommodations to participate, please email Olivia at&nbsp;owarren@illinois.edu.</em></p>
<p><em>By attending, you consent to your image being used in Allerton marketing, social media and publications. Please alert the photographer or videographer if you do not want your image taken.</em></p>
<p><strong>About the instructor</strong></p>
<p>Sharon Bowles began weaving in 1990 and started teaching shortly after. She was taught to weave in a one-on-one class and wove two table runners in 12 (approximately) 2-hour lessons, and she teaches the same method when she teaches. Sharon has experience in weaving with silk, lace weaving, 8-shaft pattern weaving, parallel weaving, block weaves, and Shaker reproduction towels.</p>","The Farms: An Allerton Folk School > Fiber Arts
The Farms: An Allerton Folk School > Art",Auditorium,,5,,5,Sat,https://s3.amazonaws.com/coursestorm/live/media/990e8863c3c311f085ff0affe5650d13,No,No,Yes,No,No,,,Public,5,4
(SOLD OUT) Beginning Weaving I (Morning),Sharon Bowles,$250.00 ,02/14/2026,,10:30 am,1:30 pm,Regular Class,"<p><strong>Experience Level: Beginner</strong></p>
<p>Learn the basics of working with a loom at&nbsp;<strong>Beginning Weaving I (Morning) on Saturdays, Feb. 14 through March 14 from 10:30 a.m. to 1:30 p.m. in the&nbsp;Greenhouse Auditorium.</strong></p>
<p>This 5-week class led by Sharon Bowles will encompass all aspects of beginner weaving as students create a table runner. Participants will become familiar with weaving terminology, parts of the loom, figuring the weaving pattern for the width of the loom and project, measuring out the warp, beaming the warp back to front, threading heddles, threading the reed, tying on the warp, and winding bobbins.</p>
<p><strong>$250/person*. Registration will close Feb. 7 or when capacity is reached.&nbsp;</strong><em>All sales are final.</em></p>
<p>*Students should bring a 4-shaft loom if they have one. All other supplies will be provided, including a loom if needed.</p>
<p><em>Learn more about the space where your course will take place&nbsp;here. If you will need disability-related accommodations to participate, please email Olivia at&nbsp;owarren@illinois.edu.</em></p>
<p><em>By attending, you consent to your image being used in Allerton marketing, social media and publications. Please alert the photographer or videographer if you do not want your image taken.</em></p>
<p><strong>About the instructor</strong></p>
<p>Sharon Bowles began weaving in 1990 and started teaching shortly after. She was taught to weave in a one-on-one class and wove two table runners in 12 (approximately) 2-hour lessons, and she teaches the same method when she teaches. Sharon has experience in weaving with silk, lace weaving, 8-shaft pattern weaving, parallel weaving, block weaves, and Shaker reproduction towels.</p>
<p>She has taught many workshops and classes to weavers&rsquo; guilds in Florida, Ohio, and Champaign-Urbana. She earned her Journeyman certification from the Weavers Guild of Boston in 2021 and a master&rsquo;s certification in April of 2022. Most recently, Sharon taught Beginning Weaving I at The Farms, and a 2-day workshop in four shaft patterns for the Champaign-Urbana Spinners and Weavers Guild.</p>
<p><strong>About The Farms</strong></p>
<p>The Farms: An Allerton Folk School, offers&nbsp;classes, workshops, and gatherings&nbsp;focusing on&nbsp;art, health &amp; wellness, history, nature &amp; outdoor education, or science.&nbsp;All experiences value hands-on, experiential teaching and learning, and are facilitated by and for the members of the community.</p>
<p>&nbsp;</p>","The Farms: An Allerton Folk School > Fiber Arts
The Farms: An Allerton Folk School > Art",Auditorium,,4,,5,Sat,https://s3.amazonaws.com/coursestorm/live/media/65599e61c3c111f085ff0affe5650d13,No,No,Yes,No,No,,,Public,4,4
