Class Name,Instructor,Price,Start Date,End Date,Start Time,End Time,Class Type,Description,Categories,Location,Room,Max Seats,Min Seats,Length in Weeks,Days of Week,Image URL,Featured,Kids Class,Register Online,Continuous Enrollment,Canceled,Receipt Custom Text,Reminder Custom Text,Visibility,Registrants,Waiting List
Allerton Kids Club: Games Galore,Sarah Putman,$40.00 ,09/25/2023,,9:00 am,3:00 pm,Youth All-Day Programs,"<p>Camp doesn't have to end!&nbsp; Extend your camp experience with our Allerton Kids Club programs during the school year.</p>
<p>Allerton Kids Club: Games Galore is a day-long program of games of all kinds for 1st through 4th graders.&nbsp; Expect Minute-to-win-it challenges, puzzles, board games, card games, brain games, stem challenges, and a game of capture the flag.&nbsp; Kids club attendees will also take a nature scavenger hunt hike in the morning.</p>
<p>Registration is $40 and space is limited. Your kiddo will need a sack lunch and refillable water bottle.&nbsp; An afternoon snack will be provided.&nbsp; Please note that part of the day will be spent outside, so please plan accordingly.</p>
<p>Registration is available to children in 1st, 2nd, 3rd and 4th grades (born between Sept 1, 2014 and Sept 1, 2017).</p>",Allerton Programs > Youth All-Day Programs,Auditorium,,20,10,,,https://s3.amazonaws.com/coursestorm/live/media/eee1322c475011ee891212cc46726f59,No,Yes,Yes,No,Yes,,,Public,0,0
Allerton Kids Club: Games Galore,Sarah Putman,$40.00 ,10/09/2023,,9:00 am,3:00 pm,Youth All-Day Programs,"<p>Camp doesn't have to end!&nbsp; Extend your camp experience with our Allerton Kids Club programs during the school year.</p>
<p>Allerton Kids Club: Games Galore is a day-long program of games of all kinds for 1st through 4th graders.&nbsp; Expect Minute-to-win-it challenges, puzzles, board games, card games, brain games, stem challenges, and a game of capture the flag.&nbsp; Kids club attendees will also take a nature scavenger hunt hike in the morning.</p>
<p>Registration is $40 and space is limited. Your kiddo will need a sack lunch and refillable water bottle.&nbsp; An afternoon snack will be provided.&nbsp; Please note that part of the day will be spent outside, so please plan accordingly.</p>
<p>Registration is available to children in 1st, 2nd, 3rd and 4th grades (born between Sept 1, 2014 and Sept 1, 2017).</p>
<p>Registration deadline is October 2nd.</p>",Allerton Programs > Youth All-Day Programs,Auditorium,,20,10,,,https://s3.amazonaws.com/coursestorm/live/media/8910e199475111ee891212cc46726f59,Yes,Yes,Yes,No,No,,,Public,16,0
Autumn Linoleum Block Printing,,$75.00 ,10/11/2023,,5:30 pm,8:00 pm,Regular Class,"<p>In this workshop, participants will learn to make linoleum block art prints. The workshop will include an overview of the principles of relief printing, as well as instruction on safely using relief carving tools and making prints from carved linoleum blocks. Participants will recieve a linoleum block to carve and will take home both the block and the prints they make from it. Prints will dry overnight in the Studio and must be picked up during the following week.</p>
<p>Tools and materials will be provided. Pre-drawn fall and Halloween-themed designs will be available for those who wish to use them, but attendees are welcome to draw up their own creations!</p>
<p>This workshop is intended for ages 15 and up.</p>
<p><strong>Instructor Bio</strong></p>
<p>Felix Fuenty (they/them) is Allerton's newest program coordinator. They like cats, the library, spicy food, Halloween, being outside, and all kinds of art.</p>","The Farms: An Allerton Folk School > Art
Allerton Programs > Adult Programs",The Studio,,18,8,,,https://s3.amazonaws.com/coursestorm/live/media/a32a4d3d257711ee83720a43100e1467,No,No,Yes,No,No,,,Public,8,0
"Basket Weaving - ""Thankful""",Bonnie Rideout,$90.00 ,09/30/2023,09/30/2023,9:00 am,4:00 pm,Regular Class,"<p>Saturday, Sept. 30</p>
<p>9 a.m. &ndash; 4 p.m.*</p>
<p>Music Barn</p>
<p>$90/person</p>
<p><strong>Registration Deadline: September 15th</strong></p>
<p>Experience level: Beginner</p>
<p>Open to students ages 14+</p>
<p>&nbsp;</p>
<p>As we transition into fall, it becomes the season we tend to reflect on what we&rsquo;re thankful for. This project, &ldquo;Thankful&rdquo;, starts by weaving a filled base on a 6&rdquo; x 20&rdquo; D handle. Techniques include start/stop weaving, twining, continuous weave, and the use of overlays. There will be an emphasis on shaping this basket. The accent colors are smoked, gold, and celery green. Shaker tape and sea grass are woven in this basket as accents creating lots of texture!&nbsp; A colorful fall floral sprig and ribbon adorn the front with a pop of color in the rim. This basket is sure to become a favorite!</p>
<p><em>*Lunch will not be provided. Participants should bring a lunch or plan to visit the Greenhouse Cafe? during the break.<br /></em></p>
<p>Registration fees include all materials. All sales are final.</p>
<p>&nbsp;</p>
<p><strong>Instructor Bio</strong></p>
<p>Bonnie Rideout wove her first basket in 1994 and quickly caught the &ldquo;basket bug&rdquo;. In 2006 Bonnie started her business, &ldquo;Bonnie&rsquo;s Baskets&rdquo; teaching others how to weave and led to selling basketry supplies, baskets and embellishments at craft and art shows. Shortly after, she began designing her own baskets, which she loves to do! In addition to teaching locally, Bonnie loves to travel to teach. Her travels have led her to Missouri, Michigan, Kentucky, Indiana, Florida, North Carolina, Tennessee, Iowa, Virginia, West Virginia, Ohio, Wisconsin, Kansas, Oklahoma, Texas, and Minnesota and is looking forward to adding a few more states to that list! In 2018 Bonnie returned to her basket business full time and is loving it! Her website is <a href=""http://www.bonniesbasketsil.com/"">www.bonniesbasketsil.com</a>. You can also find her on Facebook, Instagram and Etsy. Hope to see you on the &ldquo;basket trail&rdquo;!</p>
<p>&nbsp;</p>",The Farms: An Allerton Folk School > Art,Allerton Music Barn,,12,6,,,https://s3.amazonaws.com/coursestorm/live/media/7c4e3e12142d11eeb40412344351dfa5,No,No,Yes,No,No,,,Public,11,8
"Basket Weaving - ""Thankful""",Bonnie Rideout,$90.00 ,11/18/2023,,9:00 am,4:00 pm,Regular Class,"<p>Saturday, November 18</p>
<p>9 a.m. &ndash; 4 p.m.*</p>
<p>Studio</p>
<p>$90/person</p>
<p><strong>Registration Deadline: November 4th</strong></p>
<p>Experience level: Beginner</p>
<p>Open to students ages 14+</p>
<p>&nbsp;</p>
<p>As we transition into fall, it becomes the season we tend to reflect on what we&rsquo;re thankful for. This project, &ldquo;Thankful&rdquo;, starts by weaving a filled base on a 6&rdquo; x 20&rdquo; D handle. Techniques include start/stop weaving, twining, continuous weave, and the use of overlays. There will be an emphasis on shaping this basket. The accent colors are smoked, gold, and celery green. Shaker tape and sea grass are woven in this basket as accents creating lots of texture!&nbsp; A colorful fall floral sprig and ribbon adorn the front with a pop of color in the rim. This basket is sure to become a favorite!</p>
<p>&nbsp;</p>
<p><em>*Lunch will not be provided. Participants should bring a lunch or plan to visit the Greenhouse Cafe? during the break.<br /></em></p>
<p>Registration fees include all materials. All sales are final.</p>
<p>&nbsp;</p>
<p><strong>Instructor Bio</strong></p>
<p>Bonnie Rideout wove her first basket in 1994 and quickly caught the &ldquo;basket bug&rdquo;. In 2006 Bonnie started her business, &ldquo;Bonnie&rsquo;s Baskets&rdquo; teaching others how to weave and led to selling basketry supplies, baskets and embellishments at craft and art shows. Shortly after, she began designing her own baskets, which she loves to do! In addition to teaching locally, Bonnie loves to travel to teach. Her travels have led her to Missouri, Michigan, Kentucky, Indiana, Florida, North Carolina, Tennessee, Iowa, Virginia, West Virginia, Ohio, Wisconsin, Kansas, Oklahoma, Texas, and Minnesota and is looking forward to adding a few more states to that list! In 2018 Bonnie returned to her basket business full time and is loving it! Her website is <a href=""http://www.bonniesbasketsil.com/"">www.bonniesbasketsil.com</a>. You can also find her on Facebook, Instagram and Etsy. Hope to see you on the &ldquo;basket trail&rdquo;!</p>",The Farms: An Allerton Folk School > Art,The Studio,,12,6,,,https://s3.amazonaws.com/coursestorm/live/media/7c4e3e12142d11eeb40412344351dfa5,No,No,Yes,No,No,,,Public,12,3
Beginner Mountain Dulcimer,Lou Ann Koebel,$230.00 ,09/16/2023,10/07/2023,10:00 am,12:00 pm,Regular Class,"<p>Saturdays: 9/16, 9/23, 9/30, &amp; 10/7 (students should be present for all classes)</p>
<p>10 a.m. &ndash; 12 p.m.</p>
<p>The Studio</p>
<p>$230/person total for all four classes </p>
<p><strong>Registration Deadline: September 13th</strong></p>
<p>Experience level: Beginner</p>
<p><em>Open to ages 12+; those under 15 must be accompanied by an adult.</em></p>
<p>&nbsp;</p>
<p>Beginner Mountain Dulcimer class will provide basic instruction to allow students to start playing simple tunes. The class will start with a few basic notes and chords in DAD tuning and learn a few hymns and fiddle tunes on the mountain dulcimer.</p>
<p>&nbsp;</p>
<p>What to bring: A mountain dulcimer, tuner, or tuner on a smartphone. Music stands will be provided. A limited quantity of loaner dulcimers is available.&nbsp; Contact Lou Ann Koebel at Koebel@illinois.edu for availability prior to first class</p>
<p>&nbsp;</p>
<p><strong>Instructor Bio</strong></p>
<p>Lou Ann has been playing the mountain dulcimer for several years and is involved in several local music jams. During the pandemic, she became involved in several Zoom music festivals and lessons to advance her playing. Currently, Lou Ann is in a band that plays weekly in assisted living homes to sing and play for residents.</p>",The Farms: An Allerton Folk School > Art,The Studio,,12,4,4,Sat,https://s3.amazonaws.com/coursestorm/live/media/66554a0b142e11eeb40412344351dfa5,No,No,Yes,No,No,,,Public,5,0
Beginning Embroidery,Judy Lachman,$50.00 ,09/13/2023,,6:00 pm,7:00 pm,Regular Class,"<p>Wednesdays: 9/13, 9/20, &amp; 9/27</p>
<p>6 &ndash; 7 p.m.</p>
<p>The Studio</p>
<p>$50/person total for all three classes</p>
<p><strong>Registration Deadline: September 8th</strong></p>
<p>Experience level: Beginner</p>
<p><em>Open to all ages; those under 18 must be accompanied by an adult.</em></p>
<p>&nbsp;</p>
<p>Participants will learn the basics of embroidery, from threading a needle and making the piece look good to embroidery stitches. The stitches taught will include backstitch, satin stitch, and cross stitch. French knots, and daisy or petal stitch may also be taught. A sampler, employing the stitches learned, will be started in the class. Students will need to bring a sharp pair of scissors to each class. All other materials will be provided.</p>
<p>&nbsp;</p>
<p><strong>Instructor Bio</strong></p>
<p>Judy began embroidering as a child.&nbsp; She has made samplers, both free-hand and following a printed pattern.&nbsp; She has always enjoyed &lsquo;needle arts.&rsquo;&nbsp; She has taught groups and individuals to embroider in a variety of settings.&nbsp; As a retired teacher, she knows how to break down a complex task into easy steps and to explain the procedure well.</p>",The Farms: An Allerton Folk School > Art,The Studio,,10,1,3,Wed,https://s3.amazonaws.com/coursestorm/live/media/c88ecdc8142e11eeb40412344351dfa5,No,No,Yes,No,No,,,Public,10,9
Beginning Weaving I,Sharon Bowles,$235.00 ,09/11/2023,10/16/2023,5:00 pm,7:30 pm,Regular Class,"<p>Mondays: 9/11, 9/18, 9/25, 10/2, 10/9, 10/16</p>
<p>5 - 7:30 p.m.</p>
<p>Music Barn</p>
<p>$235/person total for all six classes</p>
<p><strong>Registration Deadline: September 6th</strong></p>
<p>Experience level: Beginner</p>
<p>This 6-week class will encompass all aspects of Beginning Weaving starting with weaving terminology, learning parts of the loom, and correctly setting up the loom for a project among other important weaving skills and techniques. Participants of this class will create a table runner by the end of the 6-week class. Keep in mind that everyone learns differently, and some people may only be able to actively participate for 2 of the 2.5 hours per&nbsp;session, especially when learning something new with so&nbsp;many steps. Others may zip through the 2.5 hours and be ready to move on to the next step. Be bold and try something new!</p>
<p>Students are encouraged to bring their own loom to use for the duration of the class. Should you need to arrange to borrow a loom, please contact Sharon directly at weaveteach@gmail.com.&nbsp;</p>
<p>&nbsp;</p>
<p><strong>Instructor Bio</strong></p>
<p>Sharon has been weaving for 33 years and teaching beginning weaving for almost 32 years. She was taught to weave in a one-on-one class and wove 2 table runners in 12 approximately 2-hour lessons, and she teaches the same method when she teaches Sharon has experience in weaving with silk, lace weaving, 8 shaft pattern weaving, parallel weaving, block weaves, and Shaker reproduction towels. She has taught many workshops and classes to weavers&rsquo; guilds in Florida, Ohio, and Champaign-Urbana. She earned her Journeyman certification from the Weavers Guild of Boston in 2021 and a master&rsquo;s certification in April of 2022.</p>",The Farms: An Allerton Folk School > Art,Allerton Music Barn,,4,2,6,Mon,https://s3.amazonaws.com/coursestorm/live/media/81053e14142f11eeb40412344351dfa5,No,No,Yes,No,No,,,Public,5,12
Beginning Weaving II,Sharon Bowles,$235.00 ,10/23/2023,11/27/2023,5:00 pm,7:30 pm,Regular Class,"<p>Mondays: 10/23, 10/30, 11/6, 11/13, 11/20, 11/27</p>
<p>5 - 7:30 p.m.</p>
<p>Music Barn</p>
<p>$235/person total for all six classes</p>
<p><strong>Registration Deadline: October 18th</strong></p>
<p>Experience level: Beginner-Moderate</p>
<p>&nbsp;</p>
<p>This will be a continuation of Beginning Weaving I*, but instead of teacher selection with everyone doing the same article, students will pick their own project, measure the warp, beam the warp, thread the heddles to their selected pattern, thread the reed, wind the bobbins and weave the project (table runner or mat, scarf, towel or other full size project).</p>
<p>Students are encouraged to bring their own loom to use for the duration of the class. Should you need to arrange to borrow a loom, please contact Sharon directly at weaveteach@gmail.com.</p>
<p><em>*Anyone who has a basic understanding of weaving and skills that were taught in Beginning Weaving I is welcome to join this class even if they did not take the first class at The Farms.<br /></em></p>
<p>&nbsp;</p>
<p><strong>Instructor Bio</strong></p>
<p>Sharon has been weaving for 33 years and teaching beginning weaving for almost 32 years. She was taught to weave in a one-on-one class and wove 2 table runners in 12 approximately 2-hour lessons, and she teaches the same method when she teaches Sharon has experience in weaving with silk, lace weaving, 8 shaft pattern weaving, parallel weaving, block weaves, and Shaker reproduction towels. She has taught many workshops and classes to weavers&rsquo; guilds in Florida, Ohio, and Champaign-Urbana. She earned her Journeyman certification from the Weavers Guild of Boston in 2021 and a master&rsquo;s certification in April of 2022.</p>",The Farms: An Allerton Folk School > Art,Allerton Music Barn,,6,4,6,Mon,https://s3.amazonaws.com/coursestorm/live/media/cb80cc39142f11eeb40412344351dfa5,No,No,Yes,No,No,,,Public,4,0
Camping with Your Kids - Beginners,Derek Peterson,$25.00 ,09/13/2023,09/17/2023,6:00 pm,,Regular Class,"<p><strong>Please register for one spot for this class.</strong> Email Olivia at&nbsp;<a href=""mailto:owarren@illinois.edu"">owarren@illinois.edu</a>&nbsp;to let her know how many family members will be attending.</p>
<p>Wednesday, 9/13 &amp; Saturday 9/16</p>
<p>9/13 &ndash; 6:00pm, ZOOM</p>
<p>9/16 &ndash; 12:00pm, Music Barn</p>
<p>$25/family</p>
<p><strong>Registration Deadline: September 12th</strong></p>
<p>Experience level: beginner, moderate, advanced</p>
<p>&nbsp;</p>
<p>Ever wanted to go camping with your kids, but are unsure of where to start? Join Derek Peterson as he gives tips and tricks on how to camp with your kids. This two-day class will give you all the basics you need for your next family camping trip.&nbsp;</p>
<p>On September 13th, join a Zoom discussion to talk about supplies that are needed, expectations prior to heading out, and pitfalls.&nbsp;</p>
<p>On September 16th, join Derek as he leads the group on an afternoon hike around the south side of Allerton and share stories and experiences while hiking. You will camp out by the Music Barn and cook meals together over the fire. Sunday morning, share a big breakfast over the fire with fellow campers before heading home.</p>
<p>&nbsp;</p>
<p><strong>Instructor Bio:</strong></p>
<p>Derek Peterson is an outdoor guy. He is not great at camping with his kids, but wants to learn more about it with others.</p>","Allerton Programs > All Ages Programs
The Farms: An Allerton Folk School > Outdoor Education",Allerton Music Barn,,10,,1,"Wed, Sat",https://s3.amazonaws.com/coursestorm/live/media/1e5022e9143011eeb40412344351dfa5,No,No,Yes,No,No,,,Public,10,0
