Class Name,Instructor,Price,Start Date,End Date,Start Time,End Time,Class Type,Description,Categories,Location,Room,Max Seats,Min Seats,Length in Weeks,Days of Week,Image URL,Featured,Kids Class,Register Online,Continuous Enrollment,Canceled,Receipt Custom Text,Reminder Custom Text,Visibility,Registrants,Waiting List
(SOLD OUT) Barn Quilt Painting (August),Jane Cade,$90.00 ,08/02/2025,,8:00 am,1:00 pm,Barn Quilts August,"<p>Experience Level: Beginner</p>
<p>No barn? No problem! Join the barn quilt movement by creating your own painted quilt block to use at your own home at&nbsp;<strong>Barn Quilt Painting on Saturday, August 2 from 8 a.m. to 1 p.m. in the Studio</strong>.</p>
<p>The workshop will start with a pre-primed board with a design already drafted (choose one of the 2 options). Students will tape and paint at their own pace, choosing from a wide variety of colors.</p>
<p>Instructor Jane Cade will also share history of barn quilts, techniques, tips, and discuss how to properly seal your finished piece after the paint has dried for 48 hours. Leave with a 20&times;20&Prime; wooden &lsquo;quilt block&rsquo; to keep for yourself or share your talents and give someone a handmade gift.</p>
<p><strong>$90/person. Register by July 25.&nbsp;</strong><em>All sales are final.</em></p>
<p>If you will need disability-related accommodations in order to participate, please email <a href=""mailto:owarren@illinois.edu"">owarren@illinois.edu</a>.</p>
<p><strong>About the Instructor</strong></p>
<p>Jane Cade is a retired teacher from Clinton Junior High School. She has been painting barn quilts for eight years and sells her work online and at craft festivals. She teaches classes at Parkland Community College and will be teaching classes at her workshop beginning next year.</p>",The Farms: An Allerton Folk School > Art,The Studio,,13,,,,https://s3.amazonaws.com/coursestorm/live/media/070ede3cf08a11ef90570affcdc5a8db,No,No,Yes,No,No,,,Public,13,0
(SOLD OUT) Barn Quilt Painting (May 17),Jane Cade,$90.00 ,05/17/2025,,8:00 am,1:00 pm,Barn Quilts May,"<p><strong>Experience Level: Beginner</strong></p>
<p>No barn? No problem! Join the barn quilt movement by creating your own painted quilt block to use at your own home at&nbsp;<strong>Barn Quilt Painting on Saturday, May 17 from 8 a.m. to 1 p.m. in the&nbsp;Auditorium.</strong></p>
<p>The workshop will start with a pre-primed board with a design already drafted (choose one of the 2 options). Students will tape and paint at their own pace, choosing from a wide variety of colors.</p>
<p>Instructor Jane Cade will also share history of barn quilts, techniques, tips, and discuss how to properly seal your finished piece after the paint has dried for 48 hours. Leave with a 20&times;20&Prime; wooden &lsquo;quilt block&rsquo; to keep for yourself or share your talents and give someone a handmade gift.</p>
<p><strong>$90/person. Register by May 9.&nbsp;All sales are final.</strong></p>
<p>If you will need disability-related accommodations in order to participate, please email <a href=""mailto:owarren@illinois.edu"">owarren@illinois.edu</a>.</p>
<p><strong>About the Instructor</strong></p>
<p>Jane Cade is a retired teacher from Clinton Junior High School. She has been painting barn quilts for eight years and sells her work online and at craft festivals. She teaches classes at Parkland Community College and will be teaching classes at her workshop beginning next year.</p>",The Farms: An Allerton Folk School > Art,Auditorium,,12,,,,https://s3.amazonaws.com/coursestorm/live/media/b40a4100f08811ef90570affcdc5a8db,No,No,Yes,No,No,,,Public,10,0
(SOLD OUT) Basket Weaving: The Bees Knees,Bonnie Rideout,$80.00 ,05/30/2025,,12:00 pm,4:00 pm,Regular Class,"<p><strong>Experience Level: Any</strong></p>
<p>Learn to weave a special basket at&nbsp;<strong>Basket Weaving: The Bees Knees on Friday, May 30 from 12 to 4 p.m. in the <a href=""https://allerton.illinois.edu/the-gardens-map/?location=greenhouse"">Greenhouse Auditorium</a>.</strong></p>
<p>Instructor Bonnie Rideout will share information about twining, how to start and stop a weave and weaving with round reed as students create their own unique basket, including leather handles and a bee embellishment!</p>
<p><strong>$80/person*, Register by May 23rd.&nbsp;</strong><em>All sales are final.</em></p>
<p>Learn more about the space where your course will take place <strong><a href=""https://allerton.illinois.edu/farmsspaces/"">here</a></strong>.&nbsp;If you will need disability-related accommodations in order to participate, please email <strong><a href=""mailto:owarren@illinois.edu"">owarren@illinois.edu</a></strong>.</p>
<p>By attending, you consent to your image being used in Allerton marketing, social media and publications. Please alert the photographer or videographer if you do not want your image taken.</p>
<p><strong>About the instructor</strong></p>
<p>Bonnie Rideout wover her first basket in 1994 and quickly caught the ""basket bug."" She created a business--Bonnie's Baskets in Decatur--in 2006 to teach others to weave. She is also a traveling instructor and has taught weaving in 18 states. Find out more about Bonnie on her website, Facebook, Instagram and Etsy pages.&nbsp;</p>","The Farms: An Allerton Folk School > Art
Allerton Programs > Adult Programs",Auditorium,,12,,,Fri,https://s3.amazonaws.com/coursestorm/live/media/c04c2a97f3af11ef90570affcdc5a8db,No,No,Yes,No,No,,,Public,12,0
(SOLD OUT) Beginner Sourdough Breadmaking (August),Hannah Fink,$75.00 ,08/10/2025,,2:00 pm,5:00 pm,Regular Class,"<p><strong>Experience Level: Beginner</strong></p>
<p>Learn about the process of making sourdough bread at&nbsp;<strong>Beginner Sourdough Breadmaking on Sunday, June 29 and Aug. 10 from 2 to 5 p.m. in the <a href=""https://allerton.illinois.edu/the-gardens-map/?location=mansion"">Mansion Kitchen and Carriage House</a>.</strong>&nbsp;(Each class will cover the same material).</p>
<p>Instructor Hannah Fink will cover the basic biology of a ferment and what it means to a sourdough culture, how to mix sourdough, how to maintain a healthy starter in your home and the importance of baking with regionally grown grains. Students will also get hands-on experience as they learn to mix sourdough.</p>
<p>Prepared dough will be available to showcase baking and for students to prepare a snack toward the end of class. Students will take home their own jar of sourdough culture, a sample of gains from Janie&rsquo;s Mill, as well as printouts of everything covered, simple recipes and a thorough list of resources.</p>
<p><strong>$75/person. Register 10 days before each workshop</strong>.&nbsp;All sales are final.</p>
<p><em>Learn more about the space where your course will take place&nbsp;<a href=""https://allerton.illinois.edu/farmsspaces/""><strong>here</strong></a>. If you will need disability-related accommodations in order to participate, please email&nbsp;<a href=""mailto:owarren@illinois.edu""><strong>owarren@illinois.edu</strong></a>.</em></p>
<p><em>By attending, you consent to your image being used in Allerton marketing, social media and publications. Please alert the photographer or videographer if you do not want your image taken.</em></p>
<p><strong>About the Instructor</strong></p>
<p>Hannah Fink &mdash; a baker and local food enthusiast &mdash; started&nbsp;<a href=""https://www.facebook.com/p/Tooth-Butter-Cottage-Bakery-61553556025386/""><strong>Tooth Butter Cottage Bakery</strong></a>&nbsp;in Urbana so she could be at home with her son and still keep her hands in dough. She revels in naturally leavened bread and quality pastries and focuses on organic whole grains, mostly stone milled from Janie&rsquo;s Mill in Ashkum.</p>
<p>She is of the firm belief that a &ldquo;toothy dose of good butter&rdquo; is the best start, which led to the name of her business that bakes for special orders and pop-up collaborations with fellow creators.</p>
<p>Hannah started baking about 10 years ago while working in the music industry in Nashville and ended up falling in love with enough to change careers. She started as a bread delivery driver, then worked as a kitchen manager at Pear Tree Estate in Champaign and as a pastry manager in Michigan.</p>
<p>Fink is a member of the Artisan Grain Collaborative and is looking forward to passing on the knowledge she has gained on breads and grains.</p>
<p><strong>About The Farms</strong></p>
<p><a href=""https://allerton.illinois.edu/the-farms-an-allerton-folk-school/""><strong>The Farms: An Allerton Folk School</strong></a>, offers&nbsp;<a href=""https://allerton.illinois.edu/the-farms-a-glossary/""><strong>classes, workshops, and gatherings</strong></a>&nbsp;focusing on <strong><a href=""https://allerton.illinois.edu/the-farms-classes-workshops/"">art, health &amp; wellness, history, nature &amp; outdoor education, or science</a></strong>.&nbsp;All experiences value hands-on, experiential teaching and learning, and are facilitated by and for the members of the community.</p>
<p>See the complete Spring Session schedule&nbsp;<a href=""https://allerton.illinois.edu/thefarmsspring2025/""><strong>here</strong></a>.</p>","The Farms: An Allerton Folk School > Wellness
The Farms: An Allerton Folk School > Culinary",Allerton Mansion,Dining Room,10,,,,https://s3.amazonaws.com/coursestorm/live/media/7369b31db64311ef8bdf0affcdc5a8db,No,No,Yes,No,No,,,Public,10,0
(Sold Out) Beginner Sourdough Breadmaking (June),Hannah Fink,$75.00 ,06/29/2025,,2:00 pm,5:00 pm,Regular Class,"<p><strong>Experience Level: Beginner</strong></p>
<p>Learn about the process of making sourdough bread at&nbsp;<strong>Beginner Sourdough Breadmaking on Sunday, June 29 and Aug. 10 from 2 to 5 p.m. in the <a href=""https://allerton.illinois.edu/the-gardens-map/?location=mansion"">Mansion Kitchen and Carriage House</a>.</strong>&nbsp;(Each class will cover the same material).</p>
<p>Instructor Hannah Fink will cover the basic biology of a ferment and what it means to a sourdough culture, how to mix sourdough, how to maintain a healthy starter in your home and the importance of baking with regionally grown grains. Students will also get hands-on experience as they learn to mix sourdough.</p>
<p>Prepared dough will be available to showcase baking and for students to prepare a snack toward the end of class. Students will take home their own jar of sourdough culture, a sample of gains from Janie&rsquo;s Mill, as well as printouts of everything covered, simple recipes and a thorough list of resources.</p>
<p><strong>$75/person. Register 10 days before each workshop</strong>.&nbsp;All sales are final.</p>
<p><em>Learn more about the space where your course will take place&nbsp;<a href=""https://allerton.illinois.edu/farmsspaces/""><strong>here</strong></a>. If you will need disability-related accommodations in order to participate, please email&nbsp;<a href=""mailto:owarren@illinois.edu""><strong>owarren@illinois.edu</strong></a>.</em></p>
<p><em>By attending, you consent to your image being used in Allerton marketing, social media and publications. Please alert the photographer or videographer if you do not want your image taken.</em></p>
<p><strong>About the Instructor</strong></p>
<p>Hannah Fink &mdash; a baker and local food enthusiast &mdash; started&nbsp;<a href=""https://www.facebook.com/p/Tooth-Butter-Cottage-Bakery-61553556025386/""><strong>Tooth Butter Cottage Bakery</strong></a>&nbsp;in Urbana so she could be at home with her son and still keep her hands in dough. She revels in naturally leavened bread and quality pastries and focuses on organic whole grains, mostly stone milled from Janie&rsquo;s Mill in Ashkum.</p>
<p>She is of the firm belief that a &ldquo;toothy dose of good butter&rdquo; is the best start, which led to the name of her business that bakes for special orders and pop-up collaborations with fellow creators.</p>
<p>Hannah started baking about 10 years ago while working in the music industry in Nashville and ended up falling in love with enough to change careers. She started as a bread delivery driver, then worked as a kitchen manager at Pear Tree Estate in Champaign and as a pastry manager in Michigan.</p>
<p>Fink is a member of the Artisan Grain Collaborative and is looking forward to passing on the knowledge she has gained on breads and grains.</p>
<p><strong>About The Farms</strong></p>
<p><a href=""https://allerton.illinois.edu/the-farms-an-allerton-folk-school/""><strong>The Farms: An Allerton Folk School</strong></a>, offers&nbsp;<a href=""https://allerton.illinois.edu/the-farms-a-glossary/""><strong>classes, workshops, and gatherings</strong></a>&nbsp;focusing on <strong><a href=""https://allerton.illinois.edu/the-farms-classes-workshops/"">art, health &amp; wellness, history, nature &amp; outdoor education, or science</a></strong>.&nbsp;All experiences value hands-on, experiential teaching and learning, and are facilitated by and for the members of the community.</p>
<p>See the complete Spring Session schedule&nbsp;<a href=""https://allerton.illinois.edu/thefarmsspring2025/""><strong>here</strong></a>.</p>","The Farms: An Allerton Folk School > Wellness
The Farms: An Allerton Folk School > Culinary",Allerton Park & Retreat Center,Dining Room,10,,,,https://s3.amazonaws.com/coursestorm/live/media/7369b31db64311ef8bdf0affcdc5a8db,No,No,Yes,No,No,,,Public,10,0
(SOLD OUT) Beginning Mushroom Foraging (July 13),Lee Schuler,$45.00 ,07/13/2025,,10:00 am,12:00 pm,Regular Class,"<p><strong>Experience Level: Beginner</strong></p>
<p>Learn all about the magical world of mushrooms at&nbsp;Mushroom Identification for Beginners from 10 a.m. to 12 p.m. on Sundays, July 6, 13, and 20 in&nbsp;The Studio and outdoors.&nbsp;Participants will learn about mushroom anatomy, toxicity, edibility, and common uses. Instructor Lee Schuler will also share information on safety and sustainability.</p>
<p>Classes will begin with a short lecture and slide presentation, then move into the woods for identification practice outside. Question and answer periods will also be included.</p>
<p><strong>$100 for the entire series or $45/class. Register by July 4 or one day prior to subsequent classes*.&nbsp;</strong><em>All sales are final.</em></p>
<p>*Individual class links:</p>
<p>&mdash;&nbsp;<a href=""https://allerton.coursestorm.com/course/mushroom-identification-for-beginners-july-6"">July 6</a><br />&mdash;&nbsp;<a href=""https://allerton.coursestorm.com/course/mushroom-identification-for-beginners-july-13"">July 13</a><br />&mdash;&nbsp;<a href=""https://allerton.coursestorm.com/course/mushroom-identification-for-beginners-july-13"">July 20</a><br />&mdash;&nbsp;<a href=""https://allerton.coursestorm.com/course/mushroom-identification-for-beginners-full-series"">Full Series</a></p>
<p>If you will need disability-related accommodations to participate, please email&nbsp;owarren@illinois.edu.</p>
<p><strong>About the instructor</strong></p>
<p>Lee Schuler recently moved from Illinois from Pennsylvania, where she taught fungal identification and edibility at environmental education centers for the Pennsylvania Department of Conservation and Natural Resources and for private land owners. She is certified as a wild edible mushroom expert and licensed to harvest and sell to restaurants and markets in the State of Pennsylvania. Schuler is also a contributing culinary author for a wild mushroom trade journal.</p>
<p>A graduate of East Stroudsburg University in Pennsylvania, Lee has worked as a field biologist and environmental educator, and currently works in public health. She is an artist and cook and enjoys acquiring new and useful skills as much as she loves sharing them.</p>","Allerton Programs > Adult Programs
The Farms: An Allerton Folk School > Outdoor Education
The Farms: An Allerton Folk School > Science",The Studio,,8,,,,https://s3.amazonaws.com/coursestorm/live/media/b7532388fb9a11ef90570affcdc5a8db,No,No,Yes,No,No,,,Public,8,0
(SOLD OUT) Beginning Mushroom Foraging (July 20),Lee Schuler,$45.00 ,07/20/2025,,10:00 am,12:00 pm,Regular Class,"<p><strong>Experience Level: Beginner</strong></p>
<p>Learn all about the magical world of mushrooms at&nbsp;Mushroom Identification for Beginners from 10 a.m. to 12 p.m. on Sundays, July 6, 13, and 20 in&nbsp;The Studio and outdoors.&nbsp;Participants will learn about mushroom anatomy, toxicity, edibility, and common uses. Instructor Lee Schuler will also share information on safety and sustainability.</p>
<p>Classes will begin with a short lecture and slide presentation, then move into the woods for identification practice outside. Question and answer periods will also be included.</p>
<p><strong>$100 for the entire series or $45/class. Register by July 4 or one day prior to subsequent classes*.&nbsp;</strong><em>All sales are final.</em></p>
<p>*Individual class links:</p>
<p>&mdash;&nbsp;<a href=""https://allerton.coursestorm.com/course/mushroom-identification-for-beginners-july-6"">July 6</a><br />&mdash;&nbsp;<a href=""https://allerton.coursestorm.com/course/mushroom-identification-for-beginners-july-13"">July 13</a><br />&mdash;&nbsp;<a href=""https://allerton.coursestorm.com/course/mushroom-identification-for-beginners-july-13"">July 20</a><br />&mdash;&nbsp;<a href=""https://allerton.coursestorm.com/course/mushroom-identification-for-beginners-full-series"">Full Series</a></p>
<p>If you will need disability-related accommodations to participate, please email&nbsp;owarren@illinois.edu.</p>
<p><strong>About the instructor</strong></p>
<p>Lee Schuler recently moved from Illinois from Pennsylvania, where she taught fungal identification and edibility at environmental education centers for the Pennsylvania Department of Conservation and Natural Resources and for private land owners. She is certified as a wild edible mushroom expert and licensed to harvest and sell to restaurants and markets in the State of Pennsylvania. Schuler is also a contributing culinary author for a wild mushroom trade journal.</p>
<p>A graduate of East Stroudsburg University in Pennsylvania, Lee has worked as a field biologist and environmental educator, and currently works in public health. She is an artist and cook and enjoys acquiring new and useful skills as much as she loves sharing them.</p>","Allerton Programs > Adult Programs
The Farms: An Allerton Folk School > Outdoor Education
The Farms: An Allerton Folk School > Science",The Studio,,8,,,Sun,https://s3.amazonaws.com/coursestorm/live/media/d9019faffb9a11ef90570affcdc5a8db,No,No,Yes,No,No,,,Public,8,0
(SOLD OUT) Beginning Watercolor,Deb Marett,$95.00 ,06/05/2025,06/07/2025,12:00 pm,4:00 pm,Watercolor Class,"<p>Experience Level: Beginner</p>
<p>Learn the basics of watercolor in a three-afternoon course at&nbsp;Beginning Watercolor on <strong>Thursday through Saturday, June 5-7 from 12 to 4 p.m. in&nbsp;The Studio.</strong></p>
<p>Students will start by getting comfortable with the special qualities of watercolor paint, then explore different ways to set up a painting. Instructor Deb Marrett will walk students through the different tools and techniques aimed at making paint shine and pass along some photography tips for finding reference material.</p>
<p><strong>$95/person* (ages 15+). Register by May 28</strong>.&nbsp;<em>All sales are final</em>.</p>
<p><strong>*Students should bring</strong>:<br />&mdash; Watercolor paper &ndash; suggested brand: <a href=""https://www.jerrysartarama.com/new-york-central-watercolor-paper-140-lb-cold-press-5-7-10-pack"">New York Central</a>; 10 sheets of 5&times;7 and 5 sheets of 9&times;12 or 11&times;14<br />&mdash; Mixing tray (without wells or dividers is best) &ndash; suggested brand:&nbsp;Dick Blick<br />&mdash; Watercolor paint set &ndash; suggested brand:&nbsp;<a href=""https://www.jerrysartarama.com/winsor-newton-cotman-water-colour-sets-0069497000000"">Winsor &amp; Newton Cotman Watercolor</a> OR this&nbsp;<a href=""https://www.jerrysartarama.com/winsor-newton-cotman-water-colour-sets-0052532000000"">similar pallet</a><br />&mdash; <a href=""https://a.co/d/95QbJPk"">Sketchbook&nbsp;</a>4&times;6 or larger<br />&mdash; Watercolor brush set (not waterbrush pens), including a flat brush at least 1-inch wide and large mop brush &ndash; suggested set:&nbsp;<a href=""https://www.amazon.com/dp/B0DHTPS119?ref=cm_sw_r_cp_ud_dp_3JDJSW83YBNTJCNHG46V&amp;ref_=cm_sw_r_cp_ud_dp_3JDJSW83YBNTJCNHG46V&amp;social_share=cm_sw_r_cp_ud_dp_3JDJSW83YBNTJCNHG46V&amp;_encoding=UTF8&amp;th=1"">ARTIFY</a><br />&mdash; Mechanical pencil<br />&shy;&mdash;&nbsp;<a href=""https://www.amazon.com/dp/B0BV6YJGZJ?ref_=cm_sw_r_cp_ud_dp_3DNEC79WWYG293E4NF2N_1&amp;skipTwisterOG=2"">Waterproof ink pen</a><br />&mdash; <a href=""https://a.co/d/cNygYJ7"">Eraser&nbsp;</a>small in diameter</p>
<p>Learn more about the space where your course will take place <a href=""https://allerton.illinois.edu/farmsspaces/"">here</a>.&nbsp;If you will need disability-related accommodations in order to participate, please email <a href=""mailto:owarren@illinois.edu"">owarren@illinois.edu</a>.</p>
<p><em>By attending, you consent to your image being used in Allerton marketing, social media and publications. Please alert the photographer or videographer if you do not want your image taken.</em></p>
<p><strong>About the instructor</strong></p>
<p>Deb Marrett is a professional artist whose work focuses on equestrian and figurative scenes as well as portraiture. She always travels with her watercolors and a travel journal.</p>
<p>&ldquo;It is an amazing way to remember moments of the trip, and spend time soaking up the places I visit,&rdquo; she said.</p>
<p>Deb loves sharing her knowledge by teaching and finding ways to make painting and drawing fun and accessible to those wanting to explore their creative side.</p>",The Farms: An Allerton Folk School > Art,The Studio,,16,,,,https://s3.amazonaws.com/coursestorm/live/media/2386c69afaae11ef90570affcdc5a8db,No,No,Yes,No,No,,,Public,15,1
(SOLD OUT) Cooking With Herbs,Kay Carnes,$45.00 ,08/09/2025,,10:00 am,12:00 pm,Regular Class,"<p><strong>Experience Level: Beginner</strong></p>
<p>Learn how to grow herbs in the Central Illinois climate and then taste how they are used in a meal at <strong>Cooking with Herbs from 10 a.m. to 12 p.m. Saturday, Aug. 9 in the&nbsp;<a href=""https://allerton.illinois.edu/the-gardens-map/?location=herbgarden"">Herb Garden</a> and <a href=""https://allerton.illinois.edu/the-gardens-map/?location=mansion"">Mansion Carriage House</a></strong><a href=""https://allerton.illinois.edu/the-gardens-map/?location=mansion"">.</a></p>
<p>Join Kay Karnes, Master Gardener and Mid-America Gardener panelist in the Herb Garden to begin this workshop, where you will receive a tour of the garden, which is certified by the Illinois Herb Association. You will learn how to grow herbs and receive cooking tips using herbs and spices in various recipes.</p>
<p>Then, sit down in the Mansion Dining Room for an Italian-themed lunch prepared by Leah Bodine of the <a href=""https://allerton.illinois.edu/greenhouse-cafe/"">Greenhouse Caf&egrave;</a>.</p>
<p><strong>$45/person. Register&nbsp;<a href=""https://allerton.coursestorm.com/course/cooking-with-herbs1?page=13"">here</a> by Aug. 2</strong>. <em>All sales are final</em>.</p>
<p>If you will need disability-related accommodations to participate, please email&nbsp;owarren@illinois.edu.</p>
<p><strong>About the Instructor</strong></p>
<p>Kay Karnes&rsquo; love of gardening began at an early age &ldquo;helping&rdquo; her father in his vegetable garden and has continued throughout her life.</p>
<p>Kay is a Champaign County Master Gardener, a member and past president of the Illinois Herb Association and has been a panelist on MidAmerican Gardener since 1995. She and her husband, Dave, live on 2.5 acres outside of Monticello. This has given her ample space to pursue her passion and retirement from the University has given her the time. Her areas of expertise are herbs, vegetables and seed saving.</p>
<p>About The Farms</p>
<p>The Farms: An Allerton Folk School, offers&nbsp;classes, workshops, and gatherings&nbsp;focusing on&nbsp;art, outdoor education, science, storytelling, and wellness. All experiences value hands-on, experiential teaching and learning, and are facilitated by and for the members of the community.</p>
<p>Find the complete Summer Session schedule <a href=""https://allerton.illinois.edu/thefarmssummer-2025/"">here</a>.</p>","The Farms: An Allerton Folk School > Wellness
The Farms: An Allerton Folk School > Culinary",Herb Garden,,20,2,,,https://s3.amazonaws.com/coursestorm/live/media/00408cc6dd5611eeb6c40afff9e37ebb,No,No,Yes,No,No,,,Public,20,0
(SOLD OUT) Edible Midwest Natives,Heidi Leuszler,$65.00 ,06/18/2025,,6:00 pm,8:30 pm,Regular Class,"<p><strong>Experience Level: Beginner</strong></p>
<p>Explore the botany, natural history and flavors of several local wild edible plants at&nbsp;<strong>Edible Midwest Natives on Wednesday, June 18 from 6 to 8:30 p.m. in the <a href=""https://allerton.illinois.edu/the-gardens-map/?location=mansion"">Mansion Carriage House</a>.</strong></p>
<p>Heidi Leuszler, the owner and head chef of&nbsp;<a href=""https://www.berriesandflour.com/""><strong>Berries and Flour</strong></a>&nbsp;in Champaign, will focus on native plants that are harvestable at the time of class. Those could include spicebush, common milkweed, nettles, sweet Cicely, black raspberry, American persimmon, common prickly ash and violets.</p>
<p>Students will learn ethical and sustainable foraging practices, look at different types of harvesting gear, and take a short walk into the woods to find, identify and forage edible parts from selected species. Students will then clean, process and eat what was foraged, and will go home with a handful of recipes, samples and plants (resources permitting).</p>
<p><strong>$65/person*. Register by June 4</strong>.&nbsp;<em>All sales are final.</em></p>
<p>*Students should bring work gloves and snippers/clippers.</p>
<p><em>Learn more about the space where your course will take place&nbsp;<a href=""https://allerton.illinois.edu/farmsspaces/""><strong>here</strong></a>.&nbsp;If you will need disability-related accommodations in order to participate, please email&nbsp;<a href=""mailto:owarren@illinois.edu""><strong>owarren@illinois.edu</strong></a>.</em></p>
<p><em>By attending, you consent to your image being used in Allerton marketing, social media and publications. Please alert the photographer or videographer if you do not want your image taken.</em></p>
<p><strong>About the instructor</strong></p>
<p>Heidi Leuszler grew up harvesting and foraging wherever she lived: mangos in Florida, morels and mustang grapes from the back acre in Missouri, wild strawberries and holly grapes in the Colorado mountains and chokecherries in North Dakota. Those passions remained as she added culinary skills in addition to becoming a professor of environmental science, ecology and botany at Parkland College.</p>
<p>She started Berries and Flour in Champaign as the synergy of several passions: culinary, ecology, growing of plants, foraging and teaching people about the plentiful Midwest land. Berries and Flour teaches how to harvest, process and consume regional foods, collaborates with others to promote food accessibility and justice, and produces value-added products from its commercial kitchen.</p>","The Farms: An Allerton Folk School > Outdoor Education
The Farms: An Allerton Folk School > Culinary",Allerton Mansion,Dining Room,15,,,,https://s3.amazonaws.com/coursestorm/live/media/181a93eff2d211ef90570affcdc5a8db,No,No,Yes,No,No,,,Public,4,0
