Class Name,Instructor,Price,Start Date,End Date,Start Time,End Time,Class Type,Description,Categories,Location,Room,Max Seats,Min Seats,Length in Weeks,Days of Week,Image URL,Featured,Kids Class,Register Online,Continuous Enrollment,Canceled,Receipt Custom Text,Reminder Custom Text,Visibility,Registrants,Waiting List
(SOLD OUT) Barn Quilt Painting,Jane Cade,$90.00 ,12/14/2024,,8:00 am,12:00 pm,Barn Quilts,"<p><strong>Experience Level: Beginner</strong></p>
<p>No barn? No problem! Join the barn quilt movement by creating your own painted quilt block to use at your own home at<strong>&nbsp;Barn Quilt Painting on Saturday, Dec. 14 from 8 a.m. to 12 p.m. in the&nbsp;Greenhouse Auditorium.</strong></p>
<p>The workshop will start with a pre-primed board with a design already drafted (choose from a cardinal or poinsettia design during registration). Students will tape and paint at their own pace, choosing from a wide variety of colors.</p>
<p>Instructor Jane Cade will also share history of barn quilts, techniques, tips, and discuss how to properly seal your finished piece after the paint has dried for 48 hours. Leave with a 20&times;20&Prime; wooden &lsquo;quilt block&rsquo; to keep for yourself or share your talents and give someone a handmade gift.</p>
<p><strong>$90/person. Register by Dec. 7.</strong> <em>All sales are final.</em></p>
<p><em>If you will need disability-related accommodations in order to participate, please email&nbsp;owarren@illinois.edu.</em></p>
<p><strong>About the Instructor</strong></p>
<p>Jane Cade is a retired teacher from Clinton Junior High School. She has been painting barn quilts for eight years and sells her work online and at craft festivals. She teaches classes at Parkland Community College and will be teaching classes at her workshop beginning next year.</p>",The Farms: An Allerton Folk School > Art,Auditorium,,14,8,,,https://s3.amazonaws.com/coursestorm/live/media/02cc3a513e3411efb6960affd9c69139,No,No,Yes,No,No,,,Public,12,2
(Sold Out) Beginning Watercolor,Sally Walsh,$65.00 ,09/11/2024,,10:00 am,12:00 pm,Watercolor Class,"<p>Learn the foundational skills of watercolor at <strong>Beginning Watercolor from 10 a.m. to 12 p.m. Wednesdays, Sept. 11, 18, 25, and Oct 2 in <a href=""https://allerton.illinois.edu/the-gardens-map/?location=studio"">The Studio</a>.</strong> Instructor and former art educator Sally Walsh will walk participants through new techniques each week to create paintings focusing on landscapes, flowers, fruit, glass and special effects.</p>
<p>Pencils, erasers, clear plastic rulers, paper towels and spray bottles will be provided.</p>
<p>Participants should bring the following supplies: <br />&mdash; Basic pallet of cake watercolors (can be made available on request) <br />&mdash; Tube or cake watercolors <br />&mdash; Watercolor brushes of varying sizes <br />&mdash; Personal sketchbook or journal with paper suitable for watercolor (spiral bound is best)</p>
<p><strong>$65/person. Register by September 4th.</strong> <em>All sales are final.</em></p>
<p><em>If you will need disability-related accommodations to participate, please email Olivia Bunting at <a href=""mailto:owarren@illinois.edu"">owarren@illinois.edu</a>.</em></p>
<p><strong>About the instructor</strong></p>
<p>Sally Walsh is a retired art teacher from Richland Community College in Decatur. She has more than 30 years of teaching experience and has led previous art classes at Allerton.</p>",The Farms: An Allerton Folk School > Art,The Studio,,15,3,4,Wed,https://s3.amazonaws.com/coursestorm/live/media/2ba67306655011efb05c12d692a15709,No,No,Yes,No,No,,,Public,15,0
(SOLD OUT) Beginning Weaving I (Afternoon),Sharon Bowles,$250.00 ,10/05/2024,,2:00 pm,5:00 pm,Regular Class,"<p><strong>Experience Level: Beginner</strong></p>
<p>Learn the basics of working with a loom at <strong>Beginning Weaving I on Saturdays, Oct. 5 through Nov. 2 from 2 to 5 p.m. in the Greenhouse Auditorium</strong>.</p>
<p>This 5-week class led by Sharon Bowles will encompass all aspects of beginner weaving as students create a table runner. Participants will become familiar with weaving terminology, parts of the loom, figuring the weaving pattern for the width of the loom and project, measuring out the warp, beaming the warp back to front, threading heddles, threading the reed, tying on the warp, and winding bobbins.</p>
<p><strong>$250/person*. Register by Sept. 28.</strong> <em>All sales are final.</em></p>
<p><em>*Students should bring a 4-shaft loom if they have one. All other supplies will be provided, including a loom if needed.</em></p>
<p><em>If you will need disability-related accommodations to participate, please email Olivia Bunting at owarren@illinois.edu.</em></p>
<p><strong>About the instructor</strong></p>
<p>Sharon Bowles has been weaving for 34 years and has taught beginning weaving for almost 33 years. She was taught to weave in a one-on-one class and wove two table runners in 12 (approximately) 2-hour lessons, and she teaches the same method when she teaches. Sharon has experience in weaving with silk, lace weaving, 8-shaft pattern weaving, parallel weaving, block weaves, and Shaker reproduction towels.</p>
<p>She has taught many workshops and classes to weavers&rsquo; guilds in Florida, Ohio, and Champaign-Urbana. She earned her Journeyman certification from the Weavers Guild of Boston in 2021 and a master&rsquo;s certification in April of 2022. Most recently, Sharon taught Beginning Weaving I at The Farms, and a 2-day workshop in four shaft patterns for the Champaign-Urbana Spinners and Weavers Guild.</p>",The Farms: An Allerton Folk School > Art,Auditorium,,4,2,5,Sat,https://s3.amazonaws.com/coursestorm/live/media/d242b226983d11eea7170a2761001175,No,No,Yes,No,No,,,Public,4,4
(SOLD OUT) Beginning Weaving I (Morning),Sharon Bowles,$250.00 ,10/05/2024,,10:30 am,1:30 pm,Regular Class,"<p><strong>Experience Level: Beginner</strong></p>
<p>Learn the basics of working with a loom at <strong>Beginning Weaving I on Saturdays, Oct. 5 through Nov. 2 from 10 a.m. to 1:30 p.m. in the Greenhouse Auditorium.</strong></p>
<p>This 5-week class led by Sharon Bowles will encompass all aspects of beginner weaving as students create a table runner. Participants will become familiar with weaving terminology, parts of the loom, figuring the weaving pattern for the width of the loom and project, measuring out the warp, beaming the warp back to front, threading heddles, threading the reed, tying on the warp, and winding bobbins.</p>
<p><strong>$250/person*. Register here by Sept. 28.</strong> <em>All sales are final.</em></p>
<p><em>*Students should bring a 4-shaft loom if they have one. All other supplies will be provided, including a loom if needed.</em></p>
<p><em>If you will need disability-related accommodations to participate, please email Olivia Bunting at owarren@illinois.edu.</em></p>
<p><strong>About the instructor</strong></p>
<p>Sharon Bowles has been weaving for 34 years and has taught beginning weaving for almost 33 years. She was taught to weave in a one-on-one class and wove two table runners in 12 (approximately) 2-hour lessons, and she teaches the same method when she teaches. Sharon has experience in weaving with silk, lace weaving, 8-shaft pattern weaving, parallel weaving, block weaves, and Shaker reproduction towels.</p>
<p>She has taught many workshops and classes to weavers&rsquo; guilds in Florida, Ohio, and Champaign-Urbana. She earned her Journeyman certification from the Weavers Guild of Boston in 2021 and a master&rsquo;s certification in April of 2022. Most recently, Sharon taught Beginning Weaving I at The Farms, and a 2-day workshop in four shaft patterns for the Champaign-Urbana Spinners and Weavers Guild.</p>",The Farms: An Allerton Folk School > Art,Auditorium,,4,2,5,Sat,https://s3.amazonaws.com/coursestorm/live/media/d242b226983d11eea7170a2761001175,No,No,Yes,No,No,,,Public,4,6
(Sold Out) Drawing from Nature,Sally Walsh,$65.00 ,09/11/2024,,1:00 pm,3:30 pm,Regular Class,"<p><strong>Experience Level: Beginner</strong></p>
<p>Learn the basics of drawing the natural world at<strong> Drawing from Nature on Wednesdays, Sept. 11 through Oct. 2 from 1 to 3:30 p.m. in The Studio.</strong></p>
<p>This course, led by retired art teacher Sally Walsh, is aimed at the beginner who has no drawing experience. Students will learn how to bring items from nature to life with shading and blending.</p>
<p><strong>$65/person*. Register by Sept. 4.</strong> <em>All sales are final.</em></p>
<p>*Students should bring:</p>
<p>&mdash; Spiralbound mixed media sketchbook in preferred size (9x12 is standard) <br />&mdash; No. 2 pencil <br />&mdash; Clear plastic ruler <br />&mdash; Kneaded eraser <br />&mdash; Pencil blending tool</p>
<p>If you will need disability-related accommodations to participate, please email Olivia Bunting at owarren@illinois.edu.</p>
<p><strong>About the instructor</strong></p>
<p>Sally Walsh is a retired art teacher from Richland Community College in Decatur. She has more than 30 years of teaching experience and has led previous art classes at Allerton.</p>",The Farms: An Allerton Folk School > Art,The Studio,,15,,4,Wed,https://s3.amazonaws.com/coursestorm/live/media/e1422933490211efb29e0affdbab2237,No,No,Yes,No,No,,,Public,15,3
(SOLD OUT) Learn to Spin Yarn (Dec 2),Stephanie Block,$100.00 ,12/02/2024,,5:00 pm,8:00 pm,Regular Class,"<p><strong>Experience Level: Beginner</strong></p>
<p>Learn the basic mechanics of using a spinning wheel to make your own yarn at <strong>Learn to Spin Yarn on Monday, Dec. 2 from 5 to 8 p.m. in The Studio.</strong>&nbsp;</p>
<p>After a brief introduction from instructor Stephanie Block, students will have time for hands-on spinning practice and the opportunity to spin alpaca fiber into yarn using Ashford scotch tension Traditional or Traveler wheels. Discussion of fiber production and preparation methods will also be included.</p>
<p><strong>$100/person. Register by Nov. 29.</strong> <em>All sales are final.</em></p>
<p><em>If you will need disability-related accommodations to participate, please email Olivia Bunting at owarren@illinois.edu.</em></p>
<p><strong>About the instructor</strong></p>
<p>Stephanie Block is the co-owner of Sundrop Alpacas near Bement. She has been producing popular yarn from her own alpacas for more than eight years. Stephanie&rsquo;s spinning style is self-taught, and she is continuously learning so that she can share that knowledge with others.</p>",The Farms: An Allerton Folk School > Art,The Studio,,3,,,,https://s3.amazonaws.com/coursestorm/live/media/ab93271138a111efa88c129ec0530b7d,No,No,Yes,No,No,,,Public,2,1
(SOLD OUT) Learn to Spin Yarn (Nov 4),Stephanie Block,$100.00 ,11/04/2024,,5:00 pm,8:00 pm,Regular Class,"<p><strong>Experience Level: Beginner</strong></p>
<p>Learn the basic mechanics of using a spinning wheel to make your own yarn at<strong>&nbsp;Learn to Spin Yarn on Monday, Nov. 4 from 5 to 8 p.m. in The Studio.&nbsp;</strong></p>
<p>After a brief introduction from instructor Stephanie Block, students will have time for hands-on spinning practice and the opportunity to spin alpaca fiber into yarn using Ashford scotch tension Traditional or Traveler wheels. Discussion of fiber production and preparation methods will also be included.</p>
<p><strong>$100/person. Register by Nov. 1.</strong>&nbsp;<em>All sales are final.</em></p>
<p><em>If you will need disability-related accommodations to participate, please email Olivia Bunting at owarren@illinois.edu.</em></p>
<p><strong>About the instructor</strong></p>
<p>Stephanie Block is the co-owner of Sundrop Alpacas near Bement. She has been producing popular yarn from her own alpacas for more than eight years. Stephanie&rsquo;s spinning style is self-taught, and she is continuously learning so that she can share that knowledge with others.</p>",The Farms: An Allerton Folk School > Art,The Studio,,3,,,,https://s3.amazonaws.com/coursestorm/live/media/ee49f86a38a111efa88c129ec0530b7d,No,No,Yes,No,No,,,Public,3,1
(SOLD OUT) Learn to Spin Yarn (Oct 7),Stephanie Block,$100.00 ,10/07/2024,,5:00 pm,8:00 pm,Regular Class,"<p><strong>Experience Level: Beginner</strong></p>
<p>Learn the basic mechanics of using a spinning wheel to make your own yarn at&nbsp;<strong>Learn to Spin Yarn on Monday, Oct. 7 from 5 to 8 p.m. in The Studio.&nbsp;</strong></p>
<p>After a brief introduction from instructor Stephanie Block, students will have time for hands-on spinning practice and the opportunity to spin alpaca fiber into yarn using Ashford scotch tension Traditional or Traveler wheels. Discussion of fiber production and preparation methods will also be included.</p>
<p><strong>$100/person. Register by Oct. 4.&nbsp;</strong><em>All sales are final.</em></p>
<p><em>If you will need disability-related accommodations to participate, please email Olivia Bunting at owarren@illinois.edu.</em></p>
<p><strong>About the instructor</strong></p>
<p>Stephanie Block is the co-owner of Sundrop Alpacas near Bement. She has been producing popular yarn from her own alpacas for more than eight years. Stephanie&rsquo;s spinning style is self-taught, and she is continuously learning so that she can share that knowledge with others.</p>",The Farms: An Allerton Folk School > Art,The Studio,,3,,,,https://s3.amazonaws.com/coursestorm/live/media/63cf701238a211efa88c129ec0530b7d,No,No,Yes,No,No,,,Public,3,3
(SOLD OUT) Learn to Spin Yarn (Sept 9),Stephanie Block,$100.00 ,09/09/2024,,5:00 pm,8:00 pm,Regular Class,"<p><strong>Experience Level: Beginner</strong></p>
<p>Learn the basic mechanics of using a spinning wheel to make your own yarn at&nbsp;<strong>Learn to Spin Yarn on Monday, Sept. 9 from 5 to 8 p.m. in The Studio.&nbsp;</strong></p>
<p>After a brief introduction from instructor Stephanie Block, students will have time for hands-on spinning practice and the opportunity to spin alpaca fiber into yarn using Ashford scotch tension Traditional or Traveler wheels. Discussion of fiber production and preparation methods will also be included.</p>
<p><strong>$100/person. Register by Sept. 6.</strong>&nbsp;<em>All sales are final.</em></p>
<p><em>If you will need disability-related accommodations to participate, please email Olivia Bunting at owarren@illinois.edu.</em></p>
<p><strong>About the instructor</strong></p>
<p>Stephanie Block is the co-owner of Sundrop Alpacas near Bement. She has been producing popular yarn from her own alpacas for more than eight years. Stephanie&rsquo;s spinning style is self-taught, and she is continuously learning so that she can share that knowledge with others.</p>",The Farms: An Allerton Folk School > Art,The Studio,,3,,,,https://s3.amazonaws.com/coursestorm/live/media/96eb22c838a211efa88c129ec0530b7d,No,No,Yes,No,No,,,Public,3,5
(SOLD OUT) Mocktails: Drinking for Your Health,Katie Carrillo,$45.00 ,09/04/2024,,5:00 pm,7:00 pm,Regular Class,"<p><strong>Experience Level: Beginner</strong></p>
<p>Learn the basics of mixing healthy drinks at <strong>Mocktails: Drinking for Your Health on Wednesday, Sept. 4 from 5 to 7 p.m. in the Mansion Solarium</strong>.</p>
<p>Workshop leader Katie Carillo will instruct students on how to make three different mocktails: one each for hydration, energy and resting. Participants will explore the different ingredients needed to achieve their goals and how to combine them to make tasty drinks.</p>
<p><strong>$45/person. Register by Aug. 21.</strong> <em>All sales are final.</em></p>
<p><em>If you will need disability-related accommodations to participate, please email Olivia Bunting at owarren@illinois.edu.</em></p>
<p><strong>About the instructor</strong></p>
<p>Katie Carrillo is a longtime member of the food industry with experience in the kitchen, behind the bar and brewing beer. With a focus on mixology, she brings fresh, local, seasonal ingredients to life by giving them purpose in her creations. Each liquid love recipe is intended to nurture community and spread the love of craft beverages.</p>","The Farms: An Allerton Folk School > Wellness
The Farms: An Allerton Folk School > Culinary",Allerton Mansion,Solarium,20,,,,https://s3.amazonaws.com/coursestorm/live/media/a49a9d8d38a311efa88c129ec0530b7d,No,No,Yes,No,No,,,Public,20,0
