Class Name,Instructor,Price,Start Date,End Date,Start Time,End Time,Class Type,Description,Categories,Location,Room,Max Seats,Min Seats,Length in Weeks,Days of Week,Image URL,Featured,Kids Class,Register Online,Continuous Enrollment,Canceled,Receipt Custom Text,Reminder Custom Text,Visibility,Registrants,Waiting List
(SOLD OUT) Bee Hive Observation 8/25,Maggie Wachter,$20.00 ,08/25/2024,,1:00 pm,3:00 pm,Regular Class,"<p>Join us on a bi-monthly basis as we observe how honey bees manage hive activity during the summer at <strong>Bee Hive Observation&nbsp;on June 2 &amp; 15, July 7 &amp; 21, Aug. 4 &amp; 25.*</strong> Classes will include an overview of seasonal influences, followed by a peek inside the hives to observe honey bees at work. Traditional and Flow Hives will be discussed.</p>
<p>Participants should wear long sleeves and pants, loose-fitting garments and no open shoes. You should also bring a protective bee veil and unscented rubber gloves.</p>
<p><strong>$90/person for the entire series or $20/class. Register here for the entire series by May 31 or two days before each individual class.*</strong> All sales are final.</p>
<p>If you will need disability-related accommodations to participate, please email Olivia Bunting at&nbsp;owarren@illinois.edu.</p>
<p>&mdash; Sunday, June 2, 1-3 p.m. in The Studio <br />&mdash; Saturday, June 15, 2:30-4:30 p.m. in The Studio <br />&mdash; Sunday, July 7: 1-3 p.m. in the Greenhouse Auditorium <br />&mdash; Sunday, July 21, 1-3 p.m. in The Studio <br />&mdash; Sunday, Aug. 4, 1-3 p.m. in The Studio<br />&mdash; Sunday, Aug. 25, 1-3 p.m. in The Studio</p>
<p><strong>About the instructor</strong></p>
<p>When Maggie Wachter began her social work degree at the University of Illinois in 2008, she had no idea that she would become a beekeeper. As for honey, she kept a single jar in the back of her kitchen cabinet for recipes. Today she is a master beekeeper who never eats sugar.</p>
<p>Maggie received her first hive as a gift in 2008. By 2010, she was enrolled in the Master Beekeeper course at the University of Florida. From there, things happened quickly to turn her life around. In 2012, she started teaching beekeeping for Parkland Community Education and today she is a beekeeping teacher, honey judge, mead maker and master beekeeper.</p>
<p>She has also participated in honeybee research at the University of Illinois and the USDA.</p>
<p><strong>About The Farms</strong></p>
<p>The Farms: An Allerton Folk School, offers&nbsp;classes, workshops, and gatherings&nbsp;focusing on&nbsp;art, wellness, outdoor education, storytelling, and science.&nbsp;All experiences value hands-on, experiential teaching and learning, and are facilitated by and for the members of the community.</p>
<p>See the complete&nbsp;summer session&nbsp;here.</p>",The Farms: An Allerton Folk School > Outdoor Education,The Studio,,8,,,,https://s3.amazonaws.com/coursestorm/live/media/99224ee9fc2f11eeacc21262e3cb1fd3,No,No,Yes,No,No,,,Public,8,0
(Sold Out) Foraging Walk: May 18,Michael Baker,$25.00 ,05/18/2024,,3:00 pm,4:00 pm,Regular Class,"<p>Former Allerton In-Residence naturalist Michael Baker will return to the Park to conduct a<strong> Foraging Walk from 3 to 4 p.m. Saturday, May 18.</strong> The meeting place will be announced later.</p>
<p>Baker, a professional forager, will give demonstrations of the current uses of edible plants and mushrooms during the walk. Participants will be introduced to a variety of wild edible plants and mushrooms and be instructed on which plants to avoid.</p>
<p><strong>$25/person (all ages). Register here by May 15.</strong> All sales are final.</p>
<p>If you will need disability-related accommodations to participate, please email Olivia Bunting at <a href=""mailto:owarren@illinois.edu"">owarren@illinois.edu</a>.</p>
<p><strong>About the instructor</strong></p>
<p>Michael Baker is a professional foraging educator and podcaster in the Chicago suburbs. His show, the Wild Edible World podcast, seeks to educate anyone who will listen on edible plants and fungi, what they taste like, and where you can find them. He is also a co-founder of Remnant Roots non-profit which seeks to adopt vacant lots and turn them into native plant sanctuaries.</p>
<p><strong>About The Farms</strong></p>
<p>The Farms: An Allerton Folk School, offers&nbsp;classes, workshops, and gatherings&nbsp;focusing on&nbsp;art, wellness, outdoor education, storytelling, and science.&nbsp;All experiences value hands-on, experiential teaching and learning, and are facilitated by and for the members of the community.</p>",The Farms: An Allerton Folk School > Outdoor Education,,,20,5,,,https://s3.amazonaws.com/coursestorm/live/media/89c32f62fc3211eeacc21262e3cb1fd3,No,No,Yes,No,No,,,Public,18,6
(SOLD OUT) Public Mansion Tour 5/5,Tour Guide,$10.00 ,05/05/2024,,2:00 pm,3:00 pm,Regular Class,"<p>Have you ever wandered around Allerton Park and wondered what the inside of the historic mansion looks like?&nbsp; Would you like to hear more about the unique history of Robert Allerton and the creation of his estate?&nbsp; Register for one of our Public Mansion Tours held each month!</p>
<p>Mansion tours start at 2pm and begin in the Gallery of the Mansion.&nbsp; Tours typically last between 45 and 60 minutes.</p>
<p>$10/person, ages 5 and under are free</p>
<p>Space is limited and tours typically sell out.</p>
<p>(NOTE: If tickets are sold out and you need additional children&rsquo;s tickets, email Sarah Putman at sputman2@illinois.edu.)</p>
<p>If you will need disability-related accommodations in order to participate, please email Sarah Putman at sputman2@illinois.edu.</p>","Allerton Programs > All Ages Programs
The Farms: An Allerton Folk School > Storytelling
Allerton Programs > Public Tours",Allerton Mansion,,25,5,,,https://s3.amazonaws.com/coursestorm/live/media/3317c561983d11eea7170a2761001175,No,No,Yes,Yes,No,,,Public,25,17
"6/10-6/14, Acorns: Art Adventure",Acorns Instructor Team,$220.00 ,06/10/2024,06/14/2024,8:00 am,3:00 pm,Summer Day Camp,"<p><strong>Week 2: June 10-14</strong></p>
<p><strong>Ages: 5-7</strong></p>
<p>The art and nature found at Allerton is inspiring for artists of any age. Projects this week will take advantage of some of the natural materials available and include jewelry-making, weaving, collage, and printmaking.</p>
<p>Lunch, two snacks, a T-shirt and all necessary materials are included.&nbsp; Campers will need to bring their own water bottle, sunscreen, bug spray, and a change of clothes/shoes.</p>",Allerton Summer Day Camp > Acorns 5-7yrs,Tent in Meadow,,20,,1,"Mon, Tue, Wed, Thu, Fri",https://s3.amazonaws.com/coursestorm/live/media/a4652c1dcf7111eea1b51294bcaa2309,No,Yes,Yes,No,No,,,Public,20,1
"6/10-6/14, Adventurers: Art Adventure",Adventurers Instructor Team,$220.00 ,06/10/2024,06/14/2024,8:00 am,3:00 pm,Summer Day Camp,"<p><strong>Week 2: June 10-14</strong></p>
<p><strong>Ages: 8-12</strong></p>
<p>The art and nature found at Allerton is inspiring for artists of any age. Projects this week will take advantage of some of the natural materials available and include jewelry-making, weaving, collage, and printmaking.</p>
<p>Lunch, two snacks, a T-shirt and all necessary materials are included.&nbsp; Campers will need to bring their own water bottle, sunscreen, bug spray, and a change of clothes/shoes.</p>
<p>Adventurers also have the opportunity to go to the Monticello Family Aquatic Center twice a week.&nbsp; Rider intake forms and payment directly to Piattran are required for pool transportation.&nbsp; Pool entrance is included in camp registration fees.</p>",Allerton Summer Day Camp > Adventurers 8-11yrs,Tent in Meadow,,20,,1,"Mon, Tue, Wed, Thu, Fri",https://s3.amazonaws.com/coursestorm/live/media/0178b79ecf7211eea1b51294bcaa2309,No,Yes,Yes,No,No,,,Public,20,6
"6/17-6/21, Acorns: Around the World in 5 Days",Acorns Instructor Team,$220.00 ,06/17/2024,06/21/2024,8:00 am,3:00 pm,Summer Day Camp,"<p><strong>Week 3: June 17-21</strong></p>
<p><strong>Ages: 5-7</strong></p>
<p>Welcome to the wonderful world of travel! Like Robert Allerton, campers will experience destinations from around the globe. Lucky for us, we don&rsquo;t have to leave Illinois to do it. Remember your passport - you&rsquo;re going to need it!</p>
<p>Lunch, two snacks, a T-shirt and all necessary materials are included.&nbsp; Campers will need to bring their own water bottle, sunscreen, bug spray, and a change of clothes/shoes.</p>",Allerton Summer Day Camp > Acorns 5-7yrs,Tent in Meadow,,20,,1,"Mon, Tue, Wed, Thu, Fri",https://s3.amazonaws.com/coursestorm/live/media/81bf2cf1cf7111eea1b51294bcaa2309,No,Yes,Yes,No,No,,,Public,6,0
"6/17-6/21, Adventurers: Around the World in 5 Days",Adventurers Instructor Team,$220.00 ,06/17/2024,06/21/2024,8:00 am,3:00 pm,Summer Day Camp,"<p><strong>Week 3: June 17-21</strong></p>
<p><strong>Ages: 8-12</strong></p>
<p>Welcome to the wonderful world of travel! Like Robert Allerton, campers will experience destinations from around the globe. Lucky for us, we don&rsquo;t have to leave Illinois to do it. Remember your passport - you&rsquo;re going to need it!</p>
<p>Lunch, two snacks, a T-shirt and all necessary materials are included.&nbsp; Campers will need to bring their own water bottle, sunscreen, bug spray, and a change of clothes/shoes.</p>
<p>Adventurers also have the opportunity to go to the Monticello Family Aquatic Center twice a week.&nbsp; Rider intake forms and payment directly to Piattran are required for pool transportation.&nbsp; Pool entrance is included in camp registration fees.</p>",Allerton Summer Day Camp > Adventurers 8-11yrs,Tent in Meadow,,17,,1,"Mon, Tue, Wed, Thu, Fri",https://s3.amazonaws.com/coursestorm/live/media/f33b5d61cf7111eea1b51294bcaa2309,Yes,Yes,Yes,No,No,,,Public,15,0
"6/24-6/28, Acorns: Fort Week",Acorns Instructor Team,$220.00 ,06/24/2024,06/28/2024,8:00 am,3:00 pm,Summer Day Camp,"<p><strong>Week 4: June 24-28</strong></p>
<p><strong>Ages: 5-7</strong></p>
<p>A classic at Allerton!&nbsp; Fort Week is a camper favorite and for good reason.&nbsp; Campers use natural materials to do what kids to best &ndash; make their own adult-free space!&nbsp; Once built, they have a blast using it to enjoy snack time, play games, or just have some laughs!</p>
<p>Lunch, two snacks, a T-shirt and all necessary materials are included.&nbsp; Campers will need to bring their own water bottle, sunscreen, bug spray, and a change of clothes/shoes.</p>",Allerton Summer Day Camp > Acorns 5-7yrs,Tent in Meadow,,20,,1,"Mon, Tue, Wed, Thu, Fri",https://s3.amazonaws.com/coursestorm/live/media/dafe659ab8ad11ee8594124fe3d8eb6f,No,Yes,Yes,No,No,,,Public,19,4
"6/24-6/28, Adventurers: Fort Week",Adventurers Instructor Team,$220.00 ,06/24/2024,06/28/2024,8:00 am,3:00 pm,Summer Day Camp,"<p><strong>Week 4: June 24-28</strong></p>
<p><strong>Ages: 8-12</strong></p>
<p>A classic at Allerton!&nbsp; Fort Week is a camper favorite and for good reason.&nbsp; Campers use natural materials to do what kids to best &ndash; make their own adult-free space!&nbsp; Once built, they have a blast using it to enjoy snack time, play games, or just have some laughs!</p>
<p>Lunch, two snacks, a T-shirt and all necessary materials are included.&nbsp; Campers will need to bring their own water bottle, sunscreen, bug spray, and a change of clothes/shoes.</p>
<p>Adventurers also have the opportunity to go to the Monticello Family Aquatic Center twice a week.&nbsp; Rider intake forms and payment directly to Piattran are required for pool transportation.&nbsp; Pool entrance is included in camp registration fees.</p>",Allerton Summer Day Camp > Adventurers 8-11yrs,Tent in Meadow,,20,,1,"Mon, Tue, Wed, Thu, Fri",https://s3.amazonaws.com/coursestorm/live/media/a883e786b8ae11ee8594124fe3d8eb6f,No,Yes,Yes,No,No,,,Public,20,16
"6/3-6/7, Acorns: Wildlife Expedition",Acorns Instructor Team,$220.00 ,06/03/2024,06/07/2024,8:00 am,3:00 pm,Summer Day Camp,"<p><strong>Week 1: June 3-7</strong></p>
<p><strong>Ages: 5-7</strong></p>
<p>Allerton is home to so many animals! Have you seen turkey vultures circling overhead? Or heard the frogs croaking by the Reflecting Pond? Our goal this week is to find as many native animals as we can (or at least find signs of them). We&rsquo;ll make animal track molds to take home, then go out in search of the animals that would make them outside.</p>
<p>Lunch, two snacks, a T-shirt and all necessary materials are included.&nbsp; Campers will need to bring their own water bottle, sunscreen, bug spray, and a change of clothes/shoes.</p>",Allerton Summer Day Camp > Acorns 5-7yrs,Tent in Meadow,,20,,1,"Mon, Tue, Wed, Thu, Fri",https://s3.amazonaws.com/coursestorm/live/media/fb86e64ae16211ee81ac0afffca9e885,No,Yes,Yes,No,No,,,Public,14,0
"6/3-6/7, Adventurers: Wildlife Expedition",Adventurers Instructor Team,$220.00 ,06/03/2024,06/07/2024,8:00 am,3:00 pm,Summer Day Camp,"<p><strong>Week 1: June 3-7</strong></p>
<p><strong>Ages: 8-12</strong></p>
<p>Allerton is home to so many animals! Have you seen turkey vultures circling overhead? Or heard the frogs croaking by the Reflecting Pond? Our goal this week is to find as many native animals as we can (or at least find signs of them). We&rsquo;ll make animal track molds to take home, then go out in search of the animals that would make them outside.</p>
<p>Lunch, two snacks, a T-shirt and all necessary materials are included.&nbsp; Campers will need to bring their own water bottle, sunscreen, bug spray, and a change of clothes/shoes.</p>
<p>Adventurers also have the opportunity to go to the Monticello Family Aquatic Center twice a week.&nbsp; Rider intake forms and payment directly to Piattran are required for pool transportation.&nbsp; Pool entrance is included in camp registration fees.</p>",Allerton Summer Day Camp > Adventurers 8-11yrs,Tent in Meadow,,20,,1,"Mon, Tue, Wed, Thu, Fri",https://s3.amazonaws.com/coursestorm/live/media/547f6739cf7211eea1b51294bcaa2309,Yes,Yes,Yes,No,No,,,Public,20,1
