Class Name,Instructor,Price,Start Date,End Date,Start Time,End Time,Class Type,Description,Categories,Location,Room,Max Seats,Min Seats,Length in Weeks,Days of Week,Image URL,Featured,Kids Class,Register Online,Continuous Enrollment,Canceled,Receipt Custom Text,Reminder Custom Text,Visibility,Registrants,Waiting List
(CANCELLED) Afro-Brazilian Traditions: Jan 18,Mark Becker,$25.00 ,01/18/2024,,6:00 pm,7:30 pm,Regular Class,"<p><strong>Afro-Brazilian Traditions &ndash; Capoeira Angola &amp; Samba de Roda</strong></p>
<p>Led by: Mark Becker</p>
<p>Thursdays: January 18; February 1, 6, 15, 22</p>
<p>6:00-7:30pm</p>
<p>Library</p>
<p><strong>Registration Deadline: 1/11/2024; 1 week before each subsequent class</strong></p>
<p>Skill level: Beginner</p>
<p>Registration fee: $25/class OR $100/series</p>
<p>&nbsp;</p>
<p><strong>Course Description:</strong></p>
<p>In this course, participants will be introduced to the richness of Afro-Brazilian movement, music, language, and culture through the traditions of Capoeira Angola and Samba de Roda. This course will be designed with all ages, skill levels, and physical abilities in mind and will have a welcoming environment where community members can learn from an instructor with 19 years of experience in a hands-on, active, and joyful space.</p>
<p>&nbsp;</p>
<p>Capoeira Angola is a martial art that combines fluid, low-impact movements with music to encourage self-expression and self-control. Samba de Roda is a musical tradition that combines several percussion and stringed instruments in a call-and-response setting that also welcomes dancing from participants. All these traditions have their roots in the Congo region of Africa but were developed and shared with the world in Brazil.</p>
<p>&nbsp;</p>
<p><strong>About the Instructor:</strong></p>
<p>Lead instructor Mark Becker, a student of Capoeira Angola in the tradition of Mestre Jo&atilde;o Grande who has studied under Contramestre Denis Chiaramonte for 8 years, with 19 years of experience in the art of Capoeira. He is also a student of traditional Samba Chula, an art form from the Rec&ocirc;ncavo region of Bahia, Brazil while also serving as the Director of the Bloco Gavi&atilde;o, a community drum ensemble focused on Afro-Brazilian drumming traditions such as samba-reggae, maracatu and afox&eacute;. Mark has a master&rsquo;s degree in education from the University of Illinois and enjoys designing learning experiences for all ages to feel belonging in the exploration of Brazilian culture.</p>","The Farms: An Allerton Folk School > Wellness
The Farms: An Allerton Folk School > Art",Allerton Mansion,Library,30,5,,,https://s3.amazonaws.com/coursestorm/live/media/dd741d7f7a5c11ee9aa5127a84a6f301,No,No,Yes,No,No,,,Public,0,0
(SOLD OUT) Acrylic Paint Pouring,Alexis Walter,$40.00 ,01/20/2024,,1:00 pm,3:00 pm,Regular Class,"<p>Saturday, January 20</p>
<p>1:00-3:00pm</p>
<p>Auditorium</p>
<p>$40/person</p>
<p><strong>Registration Deadline:&nbsp;</strong></p>
<p>&nbsp;</p>
<p><strong>Course Description:</strong></p>
<p>This is an acrylic pour painting workshop where participants get to make their very own pour painting while enjoying the company of other participants and wine and other beverages. Participants will get to experience the artistic and spontaneous experience of fluid art. If available for multiple sessions, then different styles will be demonstrated in each session, then participants attempt with my assistance. Methods may include Dutch pour, string pull, and may pour on canvas and/or wooden surfaces. The finished paintings the participants create will be ready for pick up by the day after the workshop, or delivery can be arranged on case by case basis. Paintings will be ready for delivery within a week after the workshop. Participants with latex or food allergies (gluten especially) should alert the instructor as soon as possible after signing up for the course.</p>
<p>&nbsp;</p>
<p><strong>About the Instructor:</strong></p>
<p>Alexis Walter of Alexis Walter Creations specializes in abstract acrylic pour painting, but dabbles in other mediums like resin, graphic design, vinyl, and digital photography. She started pour painting in 2020 while completing her B.A. in art history from UIUC. In 2021 she expanded to developing partnership with Loft Hair Salon in Bement to have an art gallery space in the salon to showcase her work in a local setting. In 2022, while completing her M.S. in arts administration from Drexel University, she began working in local vendor events and launching her official website, AlexisWalterCreations.com. Her work can be found on her website, Etsy shop, and in person at Loft Hair Salon. She can be found on Facebook, Instagram, YouTube, and TikTok.</p>",The Farms: An Allerton Folk School > Art,Auditorium,,8,4,,,https://s3.amazonaws.com/coursestorm/live/media/acb624606df911ee9ea90a19999f1265,No,No,Yes,No,No,,,Public,8,6
(SOLD OUT) Barn Quilt Painting,Jane Cade,$90.00 ,03/09/2024,,8:00 am,12:00 pm,Barn Quilts,"<p><strong>Barn Quilt Painting</strong></p>
<p>Led by: Jane Cade</p>
<p>Saturday, March 9, 2024</p>
<p>8:00am-12:00pm</p>
<p>Auditorium</p>
<p><strong>Registration Deadline: March 2, 2024</strong></p>
<p>Skill level: Beginner</p>
<p>Registration fee: $90</p>
<p>&nbsp;</p>
<p><strong>Course Description:</strong></p>
<p>No barn? No problem! Join the barn quilt movement by creating your own painted quilt block for beautiful decor you can use on the inside or outside of your home. Choose from a cardinal or patch star design upon registration. A wide variety of colors will be available to choose from at the start of class. You'll begin with a pre-primed board with the design of your choice already drafted. You will then tape and paint - with careful attention to detail. Once painting begins, you'll work at your own pace. Instructor Jane Cade will share history of barn quilts, techniques, tips, and discuss how to properly seal your finished piece after the paint has dried for 48 hours. Leave with a 20x20"" quilt block to keep for yourself or share your talents and give someone the perfect gift.</p>
<p>&nbsp;</p>
<p><strong>About the Instructor:</strong></p>
<p>Jane Cade is a retired teacher from Clinton Junior High School. She has been painting barn quilts for 8 years and sells her work online and at craft festivals. She teaches classes at Parkland Community College and will be teaching classes at her workshop beginning next year.</p>",The Farms: An Allerton Folk School > Art,Auditorium,,12,8,,,https://s3.amazonaws.com/coursestorm/live/media/a8b372e0799b11ee9aa5127a84a6f301,No,No,Yes,No,No,,,Public,10,0
(SOLD OUT) Beginning Weaving I (Afternoon),Sharon Bowles,$235.00 ,01/27/2024,,2:00 pm,5:00 pm,Regular Class,"<p>Saturdays:&nbsp; January 27; February 3, 10, 17, 24</p>
<p>2:00pm - 5:00pm</p>
<p>Greenhouse Auditorium</p>
<p><strong>Registration Deadline: January 23</strong></p>
<p>Skill level: Beginner</p>
<p>$235 for all 5 classes</p>
<p>&nbsp;</p>
<p><strong>Course Description:</strong>&nbsp;</p>
<p>This 5 week class will encompass all aspects of Beginning Weaving starting with Weaving Terminology, parts of the loom, figuring the weaving pattern for the width of the loom and project, measuring out the warp, beaming the warp Back to Front, threading heddles, threading the reed, tying on the warp, winding bobbins and weaving a table runner.</p>
<p><strong>About the Instructor:</strong></p>
<p>Sharon has been weaving for 33 years and teaching beginning weaving for almost 32 years. She was taught to weave in a one-on-one class and wove 2 table runners in 12 approximately 2-hour lessons, and she teaches the same method when she teaches Sharon has experience in weaving with silk, lace weaving, 8 shaft pattern weaving, parallel weaving, block weaves, and Shaker reproduction towels. She has taught many workshops and classes to weavers&rsquo; guilds in Florida, Ohio, and Champaign-Urbana. She earned her Journeyman certification from the Weavers Guild of Boston in 2021 and a master&rsquo;s certification in April of 2022. Most recently, Sharon taught Beginning Weaving I at The Farms, and a 2 day workshop in 4 shaft patterns for the Champaign-Urbana Spinners and Weavers Guild.</p>",The Farms: An Allerton Folk School > Art,Auditorium,,4,2,5,Sat,https://s3.amazonaws.com/coursestorm/live/media/b3f7a038983d11eea7170a2761001175,No,No,Yes,No,No,,,Public,4,3
(SOLD OUT) Beginning Weaving I (Morning),Sharon Bowles,$235.00 ,01/27/2024,,10:30 am,1:30 pm,Regular Class,"<p>Saturdays:&nbsp; January 27; February 3, 10, 17, 24</p>
<p>10:30am - 1:30pm</p>
<p>Greenhouse Auditorium</p>
<p><strong>Registration Deadline: January 23</strong></p>
<p>Skill level: Beginner</p>
<p>$235 for all 5 classes</p>
<p>&nbsp;</p>
<p><strong>Course Description:</strong>&nbsp;</p>
<p>This 5 week class will encompass all aspects of Beginning Weaving starting with Weaving Terminology, parts of the loom, figuring the weaving pattern for the width of the loom and project, measuring out the warp, beaming the warp Back to Front, threading heddles, threading the reed, tying on the warp, winding bobbins and weaving a table runner.</p>
<p><strong>About the Instructor:</strong></p>
<p>Sharon has been weaving for 33 years and teaching beginning weaving for almost 32 years. She was taught to weave in a one-on-one class and wove 2 table runners in 12 approximately 2-hour lessons, and she teaches the same method when she teaches Sharon has experience in weaving with silk, lace weaving, 8 shaft pattern weaving, parallel weaving, block weaves, and Shaker reproduction towels. She has taught many workshops and classes to weavers&rsquo; guilds in Florida, Ohio, and Champaign-Urbana. She earned her Journeyman certification from the Weavers Guild of Boston in 2021 and a master&rsquo;s certification in April of 2022. Most recently, Sharon taught Beginning Weaving I at The Farms, and a 2 day workshop in 4 shaft patterns for the Champaign-Urbana Spinners and Weavers Guild.</p>",The Farms: An Allerton Folk School > Art,Auditorium,,4,2,5,Sat,https://s3.amazonaws.com/coursestorm/live/media/d242b226983d11eea7170a2761001175,No,No,Yes,No,No,,,Public,4,2
(SOLD OUT) Introduction to Needlefelting,Stephanie Block,$65.00 ,02/04/2024,,1:00 pm,3:00 pm,Regular Class,"<p><strong>Introductory Needlefelting</strong></p>
<p>Led by: Stephanie Block</p>
<p>Sunday, February 4, 2024</p>
<p>1:00-3:00pm</p>
<p>Studio</p>
<p><strong>Registration Deadline: February 1, 2024</strong></p>
<p>Skill level: Beginner</p>
<p>Registration fee: $65/person</p>
<p>&nbsp;</p>
<p><strong>Course Description:</strong></p>
<p>Participants will learn the basics of needlefelting and make a small, felted owl.</p>
<p>&nbsp;</p>
<p><strong>About the Instructor:</strong></p>
<p>Stephanie Block co-owns Sundrop Alpacas, where they raise alpacas and use their fiber for products. She has 5+ years of experience in crafting felt animals from alpaca fiber, and her focus is on small felt animals because they can be handled and enjoyed by all ages.</p>",The Farms: An Allerton Folk School > Art,The Studio,,10,2,,,https://s3.amazonaws.com/coursestorm/live/media/80420006983c11eea7170a2761001175,No,No,Yes,No,No,,,Public,10,3
(SOLD OUT) Public Mansion Tour 3/24,Tour Guide,$10.00 ,03/24/2024,,2:00 pm,3:00 pm,Regular Class,"<p>Have you ever wandered around Allerton Park and wondered what the inside of the historic mansion looks like?&nbsp; Would you like to hear more about the unique history of Robert Allerton and the creation of his estate?&nbsp; Register for one of our Public Mansion Tours held each month!</p>
<p>Mansion tours start at 2pm and begin in the Gallery of the Mansion.&nbsp; Tours typically last between 45 and 60 minutes.</p>
<p>$10/person, ages 5 and under are free</p>
<p>Space is limited and tours typically sell out.</p>
<p>(NOTE: If tickets are sold out and you need additional children&rsquo;s tickets, email Sarah Putman at sputman2@illinois.edu.)</p>
<p>If you will need disability-related accommodations in order to participate, please email Sarah Putman at sputman2@illinois.edu.</p>","Allerton Programs > All Ages Programs
The Farms: An Allerton Folk School > Storytelling
Allerton Programs > Public Tours",Allerton Mansion,,25,5,,,https://s3.amazonaws.com/coursestorm/live/media/2124825f983d11eea7170a2761001175,No,No,Yes,Yes,No,,,Public,25,6
(SOLD OUT) Youth Art Studio,Belinda Beccue,$85.00 ,04/13/2024,,9:00 am,3:00 pm,Youth All-Day Programs,"<p>Allerton Park and the Monticello Area Arts Council are partnering to offer a Youth Art Studio for 3rd to 8th graders inspired by the unique beauty of Allerton Park. This one-day workshop is an immersive artistic experience that allows the artist to communicate through multiple mediums and emphasize the natural world.</p>
<p>Projects will include canvas painting, wire sculpture, mixed media printmaking, animal sculpture, and more. This program will introduce a variety of materials and techniques, expand skill sets, and develop mastery and expressive style of the young artist.</p>
<p>The day will culminate with an art exhibit and reception held in The Studio at 4pm. The instructor of the workshop is Belinda Beccue, local artist and educator. The Monticello Area Arts Council joins Allerton Park in offering valuable art experiences and opportunities to engage the community.</p>
<p>Please bring a non-perishable sack lunch, a refillable water bottle, and wear clothes appropriate for a hike and messy art creation.&nbsp; All art materials are included in the registration fee.</p>
<p>If you will need disability-related accommodations in order to participate, please email Sarah Putman at sputman2@illinois.edu.</p>",Allerton Programs > Youth All-Day Programs,Auditorium,,15,10,,,https://s3.amazonaws.com/coursestorm/live/media/683e32cdc5ef11eeabb90aa58dea77ff,Yes,No,Yes,No,No,,,Public,15,0
Afro-Brazilian Traditions (Full Series),Mark Becker,$100.00 ,02/01/2024,,6:00 pm,7:30 pm,Regular Class,"<p><strong>Afro-Brazilian Traditions &ndash; Capoeira Angola &amp; Samba de Roda</strong></p>
<p>Led by: Mark Becker</p>
<p>Thursdays: February 1, 8, 15, 22, 29</p>
<p>6:00-7:30pm</p>
<p>Library</p>
<p><strong>Registration Deadline: 1/11/2024; 1 week before each subsequent class</strong></p>
<p>Skill level: Beginner</p>
<p>Registration fee: $25/class OR $100/series</p>
<p>&nbsp;</p>
<p><strong>Course Description:</strong></p>
<p>In this course, participants will be introduced to the richness of Afro-Brazilian movement, music, language, and culture through the traditions of Capoeira Angola and Samba de Roda. This course will be designed with all ages, skill levels, and physical abilities in mind and will have a welcoming environment where community members can learn from an instructor with 19 years of experience in a hands-on, active, and joyful space.</p>
<p>&nbsp;</p>
<p>Capoeira Angola is a martial art that combines fluid, low-impact movements with music to encourage self-expression and self-control. Samba de Roda is a musical tradition that combines several percussion and stringed instruments in a call-and-response setting that also welcomes dancing from participants. All these traditions have their roots in the Congo region of Africa but were developed and shared with the world in Brazil.</p>
<p>&nbsp;</p>
<p><strong>About the Instructor:</strong></p>
<p>Lead instructor Mark Becker, a student of Capoeira Angola in the tradition of Mestre Jo&atilde;o Grande who has studied under Contramestre Denis Chiaramonte for 8 years, with 19 years of experience in the art of Capoeira. He is also a student of traditional Samba Chula, an art form from the Rec&ocirc;ncavo region of Bahia, Brazil while also serving as the Director of the Bloco Gavi&atilde;o, a community drum ensemble focused on Afro-Brazilian drumming traditions such as samba-reggae, maracatu and afox&eacute;. Mark has a master&rsquo;s degree in education from the University of Illinois and enjoys designing learning experiences for all ages to feel belonging in the exploration of Brazilian culture.</p>","The Farms: An Allerton Folk School > Wellness
The Farms: An Allerton Folk School > Art",Allerton Mansion,Library,30,5,5,Thu,https://s3.amazonaws.com/coursestorm/live/media/dd741d7f7a5c11ee9aa5127a84a6f301,No,No,Yes,No,No,,,Public,9,0
Afro-Brazilian Traditions: Feb 1,Mark Becker,$25.00 ,02/01/2024,,6:00 pm,7:30 pm,Regular Class,"<p><strong>Afro-Brazilian Traditions &ndash; Capoeira Angola &amp; Samba de Roda</strong></p>
<p>Led by: Mark Becker</p>
<p>Thursdays:&nbsp;February 1, 8, 15, 22, 29</p>
<p>6:00-7:30pm</p>
<p>Library</p>
<p><strong>Registration Deadline: 1/11/2024; 1 week before each subsequent class</strong></p>
<p>Skill level: Beginner</p>
<p>Registration fee: $25/class OR $100/series</p>
<p>&nbsp;</p>
<p><strong>Course Description:</strong></p>
<p>In this course, participants will be introduced to the richness of Afro-Brazilian movement, music, language, and culture through the traditions of Capoeira Angola and Samba de Roda. This course will be designed with all ages, skill levels, and physical abilities in mind and will have a welcoming environment where community members can learn from an instructor with 19 years of experience in a hands-on, active, and joyful space.</p>
<p>&nbsp;</p>
<p>Capoeira Angola is a martial art that combines fluid, low-impact movements with music to encourage self-expression and self-control. Samba de Roda is a musical tradition that combines several percussion and stringed instruments in a call-and-response setting that also welcomes dancing from participants. All these traditions have their roots in the Congo region of Africa but were developed and shared with the world in Brazil.</p>
<p>&nbsp;</p>
<p><strong>About the Instructor:</strong></p>
<p>Lead instructor Mark Becker, a student of Capoeira Angola in the tradition of Mestre Jo&atilde;o Grande who has studied under Contramestre Denis Chiaramonte for 8 years, with 19 years of experience in the art of Capoeira. He is also a student of traditional Samba Chula, an art form from the Rec&ocirc;ncavo region of Bahia, Brazil while also serving as the Director of the Bloco Gavi&atilde;o, a community drum ensemble focused on Afro-Brazilian drumming traditions such as samba-reggae, maracatu and afox&eacute;. Mark has a master&rsquo;s degree in education from the University of Illinois and enjoys designing learning experiences for all ages to feel belonging in the exploration of Brazilian culture.</p>","The Farms: An Allerton Folk School > Wellness
The Farms: An Allerton Folk School > Art",Allerton Mansion,Library,30,5,,,https://s3.amazonaws.com/coursestorm/live/media/dd741d7f7a5c11ee9aa5127a84a6f301,No,No,Yes,No,No,,,Public,5,0
