respondent_id,source_file,survey_version,course_name,attendance_date,satisfaction_rating,satisfaction_label,satisfaction_comment,learning_rating,recommend_rating,instructor_rating,additional_learning,course_suggestions,general_suggestions,testimonial,marketing_channels,marketing_channel_count,race_ethnicity,hispanic_latino,gender_identity,age_group,city_residence
227465_0028,227465,B,Easy Entertaining Appetizers,NA,1,Very dissatisfied,NA,2,2,3,NA,NA,"We were a bit disappointed in the class. While we did DISCUSS ""how to make simple yet elegant appetizers"", what I was envisioning is that we would actually make several complete appetizers. Instead, what we did was sort of make a part of an appetizer. There were 4 appetizers discussed, but the only thing we physically did was make the phyllo dough shells for part of an appetizer, no filling, and then there were only 3 pans to cook them, leaving several participants to wait so long their shells dried out and crumbled, they shared their disappointment on the way out. We did make a pepperoni rose, which admittedly was nice to learn. I bought this as a surprise gift, and it kind of fell flat. At $60 each, we expected more of an experience, not just a discombobulated chat. The instructor was very kind and clearly new a lot, but it seemed she wasn't really prepared for the class. For example, there were not enough ingredients to make the olive appetizer, and she ""meant to"" make some kind of biscuit sandwich ""but just ran out of time"". We love supporting these sorts of things and love the Alerton property and events but this one fell far short of what we have come to expect.",NA,U of I's eweek,1,White,No,Woman,35-64,Champaign
227465_0029,227465,B,Mosaic Art,NA,5,Very satisfied,NA,3,3,5,Beginner level art and cooking classes,NA,NA,NA,Allerton's website,1,White,No,Woman,35-64,Champaign
227465_0030,227465,B,Mosaic Art,NA,5,Very satisfied,NA,3,2,5,NA,NA,NA,"The small class size was ideal and very accommodating. Appreciated the fact that the instructor was pleasant, knowledgeable and readily answered questions. Had not attended a class like this before but would be comfortable in trying something again.","Allerton's website, From a friend",2,White,No,Woman,65+,Monticello
227465_0031,227465,B,Holiday Wreath Making,NA,5,Very satisfied,NA,2,3,5,"I like your offerings, nice variety!",NA,This class could have been a little longer.,The class I took at Allerton was wonderful! I learned a lot and the instructor was fantastic. It's also great to be able to meander around the gardens before or after the class. A fabulous experience in every way!!!,Allerton's enewsletter,1,White,No,Woman,35-64,Champaign
227465_0032,227465,B,Holiday Wreath Making,NA,5,Very satisfied,NA,3,3,5,Garland making,NA,Better credit card reader for the bar,A delightful date night. Thank you to the organizers!,U of I's eweek,1,White,No,Woman,35-64,Urbana
227465_0033,227465,B,Spinning Yarn,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,Allerton's enewsletter,1,White,No,Woman,35-64,Champaign
227465_0034,227465,B,Holiday Wreath Making,NA,4,Somewhat satisfied,"It was a very fun class, but I didn't like spending so much time at the beginning with a room of 40 people introducing themselves one by one. I was there with a group of friends, and we wanted to visit while making wreaths, but there simply wasn't time to do that. I think intros at each table are fine, but not for the whole room to do that. I would think most people wanted to learn how to make a wreath, drink wine, and chat with their friends. I also think for the cost of the class, we should've been able to use more than three decorative items on our wreaths. Five would've been more ideal. The items were secondhand (which is great) with plenty left over, so I feel like that would be reasonable.",3,3,5,NA,NA,No,NA,"Allerton's website, Allerton's Facebook page, From a friend",3,White,No,Woman,35-64,Champaign
227465_0035,227465,B,Holiday Wreath Making,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,Allerton's Facebook page,1,White,No,Woman,35-64,Champaign
227465_0036,227465,B,Holiday Wreath Making,NA,5,Very satisfied,NA,3,3,5,More beginner art classes,NA,NA,NA,"Allerton's website, Allerton's enewsletter, U of I's eweek, Chambanamoms.com",4,White,No,Woman,35-64,Savoy
227465_0037,227465,B,Holiday Wreath Making,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,"Allerton's website, Allerton's enewsletter, Allerton's Facebook page, From a friend",4,White,No,Woman,35-64,Bement
227465_0038,227465,B,Holiday Wreath Making,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,Allerton's website,1,White,No,Woman,18-34,Monticello
227465_0039,227465,B,Wines of the World,NA,3,Neutral,"We started late, for no apparent reason other than other attendees were late.",2,2,1,NA,NA,"Start on time, screen your instructors better, and if you're going for pretentious, don't have an instructor who starts dropping ""f bombs"" midway through the class. I'd suggest making it more casual and fun (but without the cringe).",NA,"Allerton's enewsletter, U of I's eweek",2,White,No,Woman,35-64,Champaign
227465_0040,227465,B,Holiday Wreath Making,NA,5,Very satisfied,NA,3,2,5,NA,NA,NA,NA,From a friend,1,White,No,Woman,18-34,Champaign
227465_0041,227465,B,Cookie Decorating,NA,3,Neutral,NA,2,2,3,Charcuterie board food making,NA,"I was very disappointed with the instructor! There were 4 tables of students - I felt like the first table nearest were the instructor stood ""got all the attention"" [because they were talkative and asked lots of questions]. It would have been good for each table to have a picture of the faces that we were to complete. It was hard to remember the demonstration and then have to do it on our own.",The instructor did give some good baking/icing tips.,Allerton's enewsletter,1,White,No,Woman,35-64,Decatur
227465_0042,227465,B,Holiday Wreath Making,NA,4,Somewhat satisfied,NA,2,2,5,NA,NA,NA,NA,Allerton's Facebook page,1,White,No,Woman,35-64,Monticello
227465_0043,227465,B,Wines of the World,NA,5,Very satisfied,NA,3,3,5,Wine pairing with food class,NA,NA,NA,"Allerton's website, From a friend",2,White,No,Man,35-64,Decatur
227465_0044,227465,B,Wines of the World,NA,5,Very satisfied,We attended the Spring World Wines Around the World and knew we wanted to learn more.Love Mike lee who runs the class!,3,3,5,Right now i think you have a very nice variety of classes for all.,NA,None.,NA,Allerton's website,1,White,No,Woman,35-64,Champaign
227465_0045,227465,B,Holiday Wreath Making,NA,5,Very satisfied,NA,2,2,5,NA,NA,NA,NA,Allerton's Facebook page,1,White,No,Woman,35-64,Champaign
227465_0046,227465,B,Holiday Wreath Making,NA,4,Somewhat satisfied,NA,2,3,4,NA,NA,NA,NA,"Allerton's website, Allerton's enewsletter",2,White,No,Woman,65+,Champaign
227465_0047,227465,B,Historical Dancing,NA,5,Very satisfied,NA,3,3,5,Regarding,NA,"Allerton could offer these dances (not just dance classes like in the upcoming January Farms), and have a cash bar (it was sad to see the bar not open last night!) when they run it and the class could be extended to 2.5 hours with a 30 minute intermission for drinks and some catered appetizers. This could easily charge more than the $30 to accommodate these additions.I would also love the idea of not just learning like 7 dances and doing them only once, but maybe learning like 5 and then the more complicated ones doing again later in the same session.",NA,"Allerton's website, Allerton's enewsletter, Allerton's Facebook page",3,White,No,Woman,35-64,Champaign
227465_0048,227465,B,Mosaic Art,NA,4,Somewhat satisfied,NA,2,3,5,"the instructor was very good and well informed. i enjoyed the class. It is disappointing that within a few weeks, the coaster that i completed warped and the grout dried out and has started crumbling off.",NA,NA,NA,Allerton's website,1,White,No,Woman,65+,Edgar
227465_0049,227465,B,Wines of the World,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,Allerton's website,1,NA,NA,NA,NA,NA
227465_0050,227465,B,Family Cooking Class,NA,2,Somewhat dissatisfied,NA,2,3,4,NA,NA,"The biggest issue was that the class was attended by young kids but wasn't geared towards them at all. Also in talking to other participants, we all thought we were actually going to eat the meal - especially since it was from 5-7:30p. There was no tasting and so we all had to run out to get fast food afterwards. That was surprising and should be stated ahead of time.",NA,Allerton's enewsletter,1,White,No,Woman,35-64,Champaign
227465_0051,227465,B,Barn Quilt Painting,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,"I took the barn quilt painting class with my Mom and sisters. Our instructor Jane was welcoming, kind and funny. Her passion for barn quilt painting was infectious. We had a great time learning to paint barn quilts together.",From a friend,1,White,No,Woman,35-64,Mahomet
227465_0052,227465,B,Barn Quilt Painting,NA,5,Very satisfied,NA,2,3,5,NA,NA,NA,NA,"Allerton's website, Allerton's enewsletter, Allerton's Facebook page",3,White,No,Woman,65+,Monticello
227465_0053,227465,B,Barn Quilt Painting,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,Allerton's enewsletter,1,White,No,Woman,65+,Monticello
227465_0054,227465,B,Barn Quilt Painting,NA,5,Very satisfied,NA,3,3,5,More painting and drawing,NA,This class require required hairdryers. It would've been nice if the hairdryers were set up in a separate room to keep the noise level down in the main classroom,This instructor is so accommodating! It is a class for any skill level.,"Allerton's website, Allerton's Facebook page",2,White,No,Woman,65+,Monticello
227465_0055,227465,B,Holiday Wreath Making,NA,5,Very satisfied,NA,NA,2,5,NA,NA,NA,NA,Allerton's Facebook page,1,White,No,Woman,35-64,Monticello
227465_0056,227465,B,Barn Quilt Painting,NA,5,Very satisfied,NA,3,2,5,NA,NA,NA,NA,Allerton's enewsletter,1,White,No,Woman,35-64,Urbana
234587_0001,234587,B,Basket Weaving,NA,5,Very satisfied,"Bonnie was a great teacher, prepared, professional and the class was fun. I really enjoyed the project and the time frame was convenient and adequate.",3,3,5,NA,NA,"I was 100% satisfied, can't think of anything that would make it better.",(see above),"Allerton's website, Allerton's enewsletter, From a friend",3,White,No,Woman,35-64,Champaign
234587_0002,234587,B,Basket Weaving,NA,5,Very satisfied,NA,3,3,5,"Weaving, macrame, succulent care, yoga, mindfulness, collage art",NA,NA,NA,Allerton's Facebook page,1,White,No,Woman,35-64,Bloomington
234587_0003,234587,B,Basket Weaving,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,"Allerton's website, Allerton's enewsletter, Allerton's Facebook page, The News-Gazette, Smile Politely",5,White,No,Woman,35-64,Urbana
234587_0004,234587,B,Basket Weaving,NA,5,Very satisfied,Bonnie is a great teacher,3,3,5,CraftsArtCooking,NA,NA,"I wish I lived closer! What a beautiful place with wonderful people. I had such a great experience, can't wait to come back.",From a friend,1,White,No,Woman,35-64,Joliet
234587_0005,234587,B,Beginner Mountain Dulcimer,NA,5,Very satisfied,NA,3,3,5,gardening without the use of pesticides,NA,NA,NA,Allerton's enewsletter,1,White,No,Woman,65+,Decatur
234587_0006,234587,B,Tree Identification,NA,5,Very satisfied,"I enjoyed the chance to learn from someone as knowledgeable as Fran Harty. He covered a lot of ground, literally and figuratively, so I won't retain everything. Not the fault of the instructor but just that I was starting from nothing and there are WAY MORE trees than i thought,",2,3,5,"This might be a pipe dream but it would be so cool to have an overnight backpacking 101 class where we learn leave no trace principles, gain some experience hiking with our gear, low-impact camp set-up, and some basic orienteering/navigation skills. Allerton would be perfect because it is quiet and scenic (and secure) and doing a loop hike that returns to camp near the main buildings & facilities to minimize impact to the more delicate natural areas. I think this could be done in a way that is as low impact as the foraging or winter botany classes. I know there's already some camping that happens in the meadow from time to time, so similar to that but with more hiking, navigation, and skill-building. If that makes sense.",NA,"I'm very impressed with all of these new programs and with the uplifts to the Allerton buildings, including the studio and the visitor center. Also please continue to explicitly support and welcome inclusion and diversity across race, ethnicity, religion, gender, gender identity, sexual orientation, ability, etc. There is a lot of rollback and divisiveness happening now and it's tragic.",NA,"Allerton's website, Allerton's Facebook page",2,White,No,Other,35-64,Champaign
234587_0007,234587,B,Spinning Yarn,NA,5,Very satisfied,NA,3,2,5,NA,NA,Night time lighting for parking near the studio,NA,Allerton's enewsletter,1,NA,NA,NA,NA,NA
234587_0008,234587,B,Knitting,NA,5,Very satisfied,This instructor was one of the best (if not the best) I've had of all the classes I've taken at Allerton. She took time to explain and show all the concepts in a clear and concise manner. No question was too small. She took time to reach out and ask if we needed more help and made herself available for all questions.,NA,3,5,I'd like to see a next level knitting class--making perhaps a hat or booties.,NA,NA,Allerton is a treasure on the prairie. The chance to try new things in a creative environment is so much fun.,"Allerton's website, Allerton's enewsletter, Allerton's Facebook page",3,White,No,Woman,65+,Decatur
234587_0009,234587,B,Knitting,NA,5,Very satisfied,NA,3,3,5,I'm ready for more knitting classes!!!!,NA,Proximity to the bathrooms!,I've always wanted to learn to knit but being left handed I was always told that it would be impossible. Billie is so positive and such a fantastic teacher that now I'm knitting!!!! And I can't wait to learn more! Thanks so much!,Allerton's Facebook page,1,White,No,Woman,65+,Monticello
234587_0010,234587,B,Knitting,NA,5,Very satisfied,NA,3,3,5,Any other class from Billy.,NA,NA,NA,"Allerton's website, Allerton's Facebook page, Poster or flyer in local business/library, Smile Politely, Chambanamoms.com",5,White,No,Woman,35-64,Champaign
234587_0011,234587,B,Spinning Yarn,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,"I have a greater appreciation for hand-spun yarn! I did not expect it to be so challenging. I am really glad I took this course, and I may try it again in the future, but I will never cringe again when spending money on quality yarn, like the alpaca wool we used for this class.","Allerton's website, Allerton's enewsletter, Allerton's Facebook page",3,White,No,Woman,35-64,Monticello
234587_0012,234587,B,Knitting,NA,5,Very satisfied,NA,3,3,5,"Machine sewing, quilting, different crochet patterns,Cooking classes",NA,I would enjoy seeing more classes during the daytime M-F. I think it would be nice to have a class and be able to develop relationships with others available during that time.,NA,Allerton's Facebook page,1,White,No,Woman,35-64,Monticello
234587_0013,234587,B,Granny Squares Crochet,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,Allerton's website,1,Prefer not to respond,Prefer not to respond,Woman,65+,Monticello
234587_0014,234587,B,Barn Quilt Painting,NA,5,Very satisfied,NA,3,3,5,Pottery! I'm going to sign up for the cookie decorating and another barn quilting class.,NA,NA,"I brought my daughter, she's 18, we've never taken a class like this together. We had the best time.",Other,1,White,No,Woman,35-64,Fisher
234587_0015,234587,B,Barn Quilt Painting,NA,5,Very satisfied,NA,3,3,5,"I've already signed up for my next class, in April!",NA,NA,"It was a tremendous experience to not only learn the history of barn quilts from Jane Cade, but also to explore making my own. It was therapeutic for the mind, body, and soul. I'll definitely be back! I haven't been to Allerton Park for possibly 30 years and Jane was my teacher in Jr. High 28 years ago. A wonderful reunion, all around.","From a friend, Other",2,White,No,Man,35-64,Bloomington
234587_0016,234587,B,Barn Quilt Painting,NA,4,Somewhat satisfied,NA,2,2,4,Crafting. Rock painting. Kids classes. Sewing/Quilting,NA,Have more paint color choices. Have more demonstrations from the instructor.,NA,Allerton's Facebook page,1,White,No,Woman,35-64,NA
234587_0017,234587,B,Chainmaille,NA,5,Very satisfied,"This class was super fun! Billie Thiede is an excellent instructor and presented all the information in a clear way, created a fun atmosphere for learning and generously shared her vast knowledge.",3,3,5,NA,NA,Perhaps an option of purchasing a box lunch would be nice.,NA,"Allerton's website, From a friend",2,White,No,Woman,35-64,Champaign
234587_0018,234587,B,Sourdough Breadmaking,NA,5,Very satisfied,NA,3,3,5,More cooking/baking classes; repeat Advanced Watercolors for those of us who were unable to take it this spring,NA,Would not change a thing for this class - it was perfect,"Hannah Fink was fantastic! She was very knowledgeable and passionate about her topic and made it come alive. Best cooking class I ever took anywhere - we each had our own workstations and materials, and her preparation, enthusiasm and guidance were terrific. I would take any class she taught.","Allerton's website, U of I's eweek",2,White,No,Woman,65+,Champaign
234587_0019,234587,B,Basket Weaving,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,"Allerton's website, Allerton's enewsletter",2,White,No,Woman,65+,Cisco
234587_0020,234587,B,Spinning Yarn,NA,5,Very satisfied,My instructor was very knowledgeable and skillful!! She was also very patient and kind. Her equipment was wonderful!,3,3,5,NA,NA,NA,NA,Allerton's Facebook page,1,White,No,Woman,65+,Monticello
234587_0021,234587,B,Scone Baking,NA,5,Very satisfied,NA,3,3,5,"Candle making, pottery, photography",NA,Maybe a volunteer to help the instructor,NA,"Allerton's website, Allerton's enewsletter, Allerton's Facebook page, From a friend",4,White,No,Woman,Prefer not to respond,NA
234587_0022,234587,B,Basket Weaving,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,"Allerton's website, Allerton's enewsletter, Allerton's Facebook page",3,White,No,Woman,35-64,Champaign
234587_0023,234587,B,Scone Baking,NA,5,Very satisfied,NA,3,3,5,More baking and cooking and other skills,NA,None!,"She was a great teacher! I loved how all the ingredients were pre-measured and she was able to instruct us through more complicated steps with vivid descriptions, like that the dough should feel like pebbly sand or to take your hand like a claw and scoop. She was very patient and incredibly helpful in helping us reshape our dough as well.",From a friend,1,White,No,Woman,18-34,Mahomet
234587_0024,234587,B,Scone Baking,NA,5,Very satisfied,NA,3,3,5,candle making perhaps,NA,NA,My scones were so delicious! It was great to get to make both a sweet and a savory version.,Allerton's enewsletter,1,White,No,Woman,35-64,Monticello
234587_0025,234587,B,Scone Baking,NA,5,Very satisfied,NA,3,3,5,candle making perhaps,NA,NA,My scones were so delicious! It was great to get to make both a sweet and a savory version.,Allerton's enewsletter,1,White,No,Woman,35-64,Monticello
234587_0026,234587,B,Basket Weaving,NA,5,Very satisfied,NA,3,3,5,Love the assortment already. Just need to find the time.,NA,NA,NA,"Allerton's website, Allerton's Facebook page, From a friend",3,White,No,Woman,35-64,Champaign
234587_0027,234587,B,Historical Dancing,NA,1,Very dissatisfied,NA,3,2,2,NA,NA,"Jeanette is a delightful, wonderful person who made class fun. However, we had to stop attending after the first class. My husband and I - as well as all attendees - had no warning that the class would be 2 hours of high impact aerobics or that there could be a danger of hurting our ankles or knees. It's a heart attack waiting to happen. There were so many older couples. The class was way too long and too intensive. I am 52 and exercise regularly, but have to see an orthopedic surgeon for my ankle injury from just one class. It's sad, because I loved the location, the people, the history of the dances, the dances, themselves, but wish I had never gone. I've been wearing an ankle brace ever since. Not to mention that we were out the money we paid for the class. Also, an older woman fell down and at one point, and once recovered, looked like she might faint. She had to leave to go to the restroom and was gone a long time. Truly, people need a warning about the intensity. Jeannette is so kind and fun, but seemed completely unaware of the danger for these folks, especially the seniors.",NA,Allerton's Facebook page,1,White,No,Woman,35-64,Macon
234587_0028,234587,B,Intro to Birding,NA,5,Very satisfied,NA,3,3,5,More advanced botany and bird identification,NA,NA,NA,Allerton's website,1,White,No,Woman,35-64,Champaign
234587_0029,234587,B,Intro to Birding,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,What a fun and rewarding experience! Nate made sure we all experienced the best nature had to offer. I'm always impressed by the Allerton staff's professionalism and comprehensive knowledge of their subjects! Mr. Beccue was great at questions regarding all aspects of the Allerton environment. He could respond in depth to both beginners and experienced professionals. Can't wait for more opportunities to experience this jewel of a park!,"Allerton's website, Allerton's enewsletter, From a friend",3,White,No,Woman,65+,Monticello
234587_0030,234587,B,Intro to Birding,NA,5,Very satisfied,NA,3,2,5,NA,NA,NA,NA,"Allerton's website, Allerton's enewsletter",2,White,No,Woman,35-64,Champaign
234587_0031,234587,B,Intro to Birding,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,"Allerton's website, U of I's eweek",2,White,No,Woman,65+,Champaign
234587_0032,234587,B,Beginning Watercolor,NA,5,Very satisfied,NA,3,3,5,"A continuation of the water color course would be great, the teacher was fantastic!",NA,"It was a bit tough not having a sink for a watercolor class, but we made due.",I had never done watercolor before and learned so much in these four classes. It has opened up a new world to explore.,Allerton's enewsletter,1,White,No,Woman,65+,NA
234587_0033,234587,B,Beginning Watercolor,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,Other,1,White,Yes,Man,65+,Mahomet
234587_0034,234587,B,Santorini Stone Painting,NA,5,Very satisfied,NA,2,3,5,"I love the artsy classes. Painting all sorts of things. I missed the macrame class, so another would be nice. Please, keep doing summer camp. Maybe next year I'll be able to afford it.",NA,Not really. Everything was great!,NA,"Allerton's enewsletter, Allerton's Facebook page, U of I's eweek",3,White,No,Non-binary,18-34,Champaign
234587_0035,234587,B,Beginning Watercolor,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,Sally did a great job. Enjoyed her class very much.!,Allerton's enewsletter,1,White,No,Woman,65+,Decatur
234587_0036,234587,B,Beginning Watercolor,NA,5,Very satisfied,NA,3,3,5,More water color!,NA,NA,"Absolutely loved the 4-week watercolor course. Sally, the instructor, was very knowledgeable and helpful. This sparked a hobby that I now feel capable of continuing on my own time.",Allerton's enewsletter,1,White,No,Woman,18-34,Monticello
234587_0037,234587,B,Beginning Weaving II,NA,5,Very satisfied,NA,3,3,5,Macrame,NA,It would be nice to have a light outside after dark for these evening courses. I left and it was frightening heading to my car alone in the dark.,NA,"Allerton's website, Allerton's Facebook page",2,White,No,Woman,35-64,McLean
234587_0038,234587,B,Beginning Watercolor,NA,5,Very satisfied,NA,3,3,5,Sourdough breadWatercolor landscapesSoap making (already signed up for the demo)Pottery wheel throwingCooking with spicesHealthy cooking classes,NA,"Yes,1) better overhead lighting for art, had difficulty seeing the water on the paper in the watercolor class2) water/sink in the classroom","Sally was an amazing teacher in the watercolor class. She was patient, very knowledgeable and willing to help when needing extra support with the skills taught. I'm looking forward to taking more classes with her","Allerton's website, Allerton's enewsletter, Allerton's Facebook page",3,White,No,Woman,65+,Tolono
234587_0039,234587,B,Beginning Weaving II,NA,5,Very satisfied,NA,3,3,5,Watercolor,NA,NA,NA,"Allerton's enewsletter, U of I's eweek",2,White,No,Woman,35-64,Champaign
234587_0040,234587,B,Scone Baking,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,It was a magical experience to actually spend time in the Allerton Mansion as well as learn how to make something I have always wanted to. As someone who grew up locally before the mansion was open to the public as well as always wanting to learn how to make scones... I was thrilled with the whole event!,"Allerton's website, Allerton's enewsletter",2,White,No,Woman,65+,Champaign
234587_0041,234587,B,Intermediate Watercolor,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,"Allerton's website, Allerton's enewsletter, Allerton's Facebook page",3,White,No,Woman,35-64,Urbana
234587_0042,234587,B,Santorini Stone Painting,NA,5,Very satisfied,NA,2,3,5,NA,NA,More evening and weekend classes,NA,"Allerton's website, Allerton's enewsletter, Allerton's Facebook page, From a friend, U of I's eweek, Other",6,White,No,Woman,35-64,Champaign
234587_0043,234587,B,Intermediate Watercolor,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,Other,1,White,No,Woman,35-64,Champaign
234587_0044,234587,B,Beginning Watercolor,NA,5,Very satisfied,NA,3,3,5,Beginning sketching or drawing,NA,NA,"Sally Walsh was excited about watercolors and transferred that to the students. She gave us all good ideas, tips and encouragement, from the beginners to the advanced students. Thank you!",From a friend,1,White,No,Woman,65+,Decatur
234587_0045,234587,B,Beginning Watercolor,NA,5,Very satisfied,NA,3,3,5,More watercolor courses by Sally Walsh. I'd like to take the beginner again and the next class. She was such a great teacher. I would also like a class on sketching and painting with other paints.,NA,Would have been nice to have water in the building for our watercolors but it was fine.,Sally Walsh was an awesome teacher! She is so positive and encouraging. She explains things and makes it easy to understand.,"Allerton's enewsletter, Allerton's Facebook page",2,White,NA,Woman,65+,Decatur
234587_0046,234587,B,Beginning Watercolor,NA,5,Very satisfied,NA,3,3,5,Other art classes at affordable prices. I've seen other ones I'm interested in but they have been too expensive for me to attend,NA,NA,NA,From a friend,1,White,No,Woman,35-64,Urbana
234587_0047,234587,B,Wines of the World,NA,5,Very satisfied,NA,3,3,5,"More weekend classes, painting classes, or two day classes. I would like any kind of painting, or glass art, or pottery type classes.",NA,Maybe more food options while you are staying there.,All of the people who work at Allerton are very friendly and accommodating . The historic mansion is very interesting. I mostly like that we can take classes and stay on the property the entire time.,From a friend,1,White,No,Woman,35-64,Batavia
234587_0048,234587,B,Coiled Basket Weaving,NA,5,Very satisfied,NA,3,3,5,"I would like to take a machine quilting class, more classes on knitting and crocheting (I have taken knitting 1 and granny squares), and any fiber arts class Billy Theide would teach!",NA,NA,NA,Allerton's website,1,White,No,Woman,35-64,Monticello
234587_0049,234587,B,Coiled Basket Weaving,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,Allerton's website,1,White,No,Woman,65+,McLean
234587_0050,234587,B,Beginning Weaving I,NA,5,Very satisfied,NA,3,3,5,NA,NA,No,NA,From a friend,1,Black or African American,No,Woman,65+,Champaign
234587_0051,234587,B,Wines of the World,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,From a friend,1,White,No,Woman,35-64,Mt Zion
234587_0052,234587,B,Coiled Basket Weaving,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,"Allerton's website, Allerton's enewsletter",2,White,No,Woman,35-64,Champaign
234587_0053,234587,B,Wines of the World,NA,5,Very satisfied,NA,3,3,5,"Quilting. Barn quilt painting. Basic sketching. Music appreciation, all genres.",NA,NA,NA,Allerton's enewsletter,1,White,No,Woman,35-64,Decatur
234587_0054,234587,B,Sourdough Breadmaking,NA,5,Very satisfied,NA,3,3,5,watercolor cookie decoration foraging,NA,NA,NA,Allerton's enewsletter,1,White,No,Woman,35-64,Decatur
234587_0055,234587,B,Wines of the World,NA,2,Somewhat dissatisfied,"Although the instructor was very enthusiastic, knowledgeable, and we enjoyed the company at our table, we expected a VARIETY of wines, not just dry ones, and they were all red except one. We did appreciate the cheese, salami and crackers as the ""Burrito King"" food truck did not really go with wine!",2,2,4,"pottery, painting (besides watercolor), building birdhouses, herb gardens",NA,"The ""dining"" room didn't really provide the ambience for this class. The library or the solarium would have been nicer. I felt like I was in a kitchen. And the instructor needed to be able to show his PowerPoint to avoid all the unnecessary photocopying.",NA,Allerton's Facebook page,1,Prefer not to respond,Prefer not to respond,Prefer not to respond,Prefer not to respond,Springfield
234587_0056,234587,B,Cookie Decorating,NA,4,Somewhat satisfied,NA,3,3,4,NA,NA,Classes were great.We stayed in the Gatehouse and it needs some work!,NA,Allerton's website,1,White,No,Woman,65+,Aurora
234587_0057,234587,B,Wines of the World,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,Allerton's website,1,White,No,Woman,65+,NA
234587_0058,234587,B,Coiled Basket Weaving,NA,5,Very satisfied,NA,3,3,5,"More of the same, fabric art.",NA,NA,NA,"Allerton's website, Radio – WILL 580 AM/90.9 FM",2,White,No,Woman,35-64,Champaign
234587_0059,234587,B,Historical Dancing,NA,5,Very satisfied,NA,2,3,5,NA,NA,"The only negative element in the class was the fact that we got moved to different locations a couple of times. The original room (the library?) was great, but the alternate locations weren't as good. Apparently the floor was refinished in the library during the class. While I understand this is something that needs to be done periodically, the timing was unfortunate. Also, the floor was extremely slippery after the refinishing and a couple of us fell down during the final class. I suspect it will be fine after a little time has gone by, but to have a dance class there immediately after refinishing wasn't the best situation.",NA,"Allerton's enewsletter, U of I's eweek",2,White,No,Man,65+,Champaign
234587_0060,234587,B,Wines of the World,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,"Allerton's website, Allerton's enewsletter",2,NA,NA,NA,NA,NA
234587_0061,234587,B,Pastel Painting,NA,5,Very satisfied,NA,3,3,5,"Maybe some plein air ""open studios"" in the gardens w instructor for questions. More pastels workshops. Colored pencil. Oil pastels. Oil painting. Knitting group? Crochet group?",NA,1. Make sure it is clear upfront whether class supplies will be needed and when a list will be provided if so. It's a peace of mind thing. Good to know what to expect.2. Allerton classes tend to be very pricey compared to other places. Any way to decrease cost?3. I prefer to attend winter workshops during daylight hours. I do consider possible weather/road conditions when deciding if I will sign up for a class. No refunds means winter classes are iffier.,Mandy was a wealth of information about pastels! She provided many types of professional pastels for our working palettes to test during class. And she brought lots of pastel papers for us to touch. She gave useful feedback and answered so many questions. I left excited to continue my journey with pastels!,Allerton's website,1,White,No,Woman,35-64,Champaign
234587_0062,234587,B,Beginning Drawing from Nature,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,Other,1,White,No,Woman,35-64,Champaign
234587_0063,234587,B,Pastel Painting,NA,5,Very satisfied,NA,3,2,5,Drawing with Mandy Roeing,NA,"No. Teacher, class topic, and the Allerton Mansion environment melded beautifully!",NA,Allerton's enewsletter,1,White,No,Woman,65+,Homer
234587_0064,234587,B,Beginning Pen and Ink,NA,4,Somewhat satisfied,"The instructor was very nice and a talented artist. However, by her own admission, she typically teaches watercolors. I hope I can take another drawing class with an instructor more familiar with drawing and sketching techniques.",2,3,5,NA,NA,NA,NA,Allerton's enewsletter,1,White,No,Woman,65+,Champaign
